player,season,league,team,nation,pos,age,born,Playing Time MP,Playing Time Starts,Minutes de jeu,Playing Time 90s,G,A,Performance G+A,G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,xG,Expected npxG,xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocs_totaux,Blocks Sh,Blocks Pass,Interceptions,Tkl+Int,Degagements,Err,Standard Gls,Tirs,Tirs_Cadres,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Aerial Duels Won,Aerial Duels Lost,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Valeur marchande (euros),90s_calcul,G_per90,G-PK_per90,A_per90,Tirs_per90,Tirs_Cadres_per90,xG_per90,xAG_per90,Interceptions_per90,Blocs_totaux_per90,uefa_coeff,Aerial_Wins_Pct,Dribble_Succ_Pct,Finishing_ratio,OSI_raw,PMI_raw,DSI_raw,Off Index,Playmaking Index,Def Index
Daniel Parejo,2023,ESP-La Liga,Villarreal,ESP,MF,34.0,1989.0,33,29,2580,28.7,3,5,8,0,3,3,4,0,2.9,0.6,3.0,3.6,11,210,28,0.1,0.17,0.28,0.0,0.17,0.1,0.1,0.21,0.02,0.12,28.7,43,30,16,21,6,20,46,26,25,9,16,21,64,29.0,3,3,9,3,0.31,0.1,2,3,3,1624,1847,87.9,30326,10494,658,708,92.9,741,786,94.3,200,282,5,4.0,2.0,34,177,28,5,210,24,10,2021,87,538,1164,342,10,2018,30,19,9,1055,4476,1919,11,15,1,15,23,1471,28,2500000.0,28.666666666666668,0.1046475122960826,0.0,0.1744125204934711,0.3139425368882481,0.1046475122960826,0.1011592618862132,0.1046475122960826,0.7325325860725788,0.8720626024673557,8.819,68.57142857142857,61.29032258064516,0.0,25.649,320.10655760368667,344.29042857142855,5.689573467354827,91.94370519998847,29.391119880815324
Daniel Peretz,2023,GER-Bundesliga,Bayern Munich,ISR,GK,23.0,2000.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,12,17,70.6,231,106,3,3,100.0,8,8,100.0,1,6,0,0.0,0.0,0,0,0,0,0,0,0,17,12,17,0,0,0,17,0,0,0,11,31,24,0,0,0,0,0,12,0,3000000.0,0.1888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.909,0.0,0.0,0.0,8.909,220.70899999999997,8.909,0.2930376951569801,62.662104056840015,0.07944480633943028
Daniel Podence,2020,ENG-Premier League,Wolves,POR,"MF,FW",24.0,1995.0,24,22,1661,18.5,3,2,5,3,0,0,3,0,2.5,2.5,1.7,4.2,47,72,117,0.16,0.11,0.27,0.16,0.27,0.13,0.09,0.23,0.13,0.23,18.5,12,6,5,5,2,2,19,17,5,1,4,13,25,2.0,0,3,32,14,1.73,0.76,0,0,0,483,643,75.1,7867,2039,269,316,85.1,129,180,71.7,59,84,2,1.7,0.3,21,47,20,5,72,7,15,803,11,90,366,362,56,803,64,38,26,557,3059,1558,47,31,18,35,24,621,117,25000000.0,18.45555555555556,0.1625438717950261,0.1625438717950261,0.1083625811966841,1.7338012991469456,0.7585380683767887,0.1354532264958551,0.0921081940171814,0.7043567777784466,0.2709064529917102,10.0,30.434782608695656,58.46153846153847,9.090909090909092,50.75,268.81505016722406,124.63478260869566,13.781475762333212,76.83370150378472,10.193649853453653
Daniel Podence,2021,ENG-Premier League,Wolves,POR,"MF,FW",24.0,1995.0,24,22,1661,18.5,3,2,5,3,0,0,3,0,2.5,2.5,1.7,4.2,47,72,117,0.16,0.11,0.27,0.16,0.27,0.13,0.09,0.23,0.13,0.23,18.5,12,6,5,5,2,2,19,17,5,1,4,13,25,2.0,0,3,32,14,1.73,0.76,0,0,0,483,643,75.1,7867,2039,269,316,85.1,129,180,71.7,59,84,2,1.7,0.3,21,47,20,5,72,7,15,803,11,90,366,362,56,803,64,38,26,557,3059,1558,47,31,18,35,24,621,117,20000000.0,18.45555555555556,0.1625438717950261,0.1625438717950261,0.1083625811966841,1.7338012991469456,0.7585380683767887,0.1354532264958551,0.0921081940171814,0.7043567777784466,0.2709064529917102,10.0,30.434782608695656,58.46153846153847,9.090909090909092,50.75,268.81505016722406,124.63478260869566,13.781475762333212,76.83370150378472,10.193649853453653
Daniel Podence,2022,ENG-Premier League,Wolves,POR,"FW,MF",26.0,1995.0,32,20,1771,19.7,6,0,6,6,0,0,5,0,3.9,3.9,2.5,6.4,43,95,148,0.3,0.0,0.3,0.3,0.3,0.2,0.13,0.33,0.2,0.33,19.7,27,17,13,9,5,6,32,26,19,0,19,7,34,6.0,0,6,43,17,2.19,0.86,0,0,0,445,663,67.1,7362,2311,227,301,75.4,140,209,67.0,51,90,0,2.2,-2.5,36,35,39,7,95,6,12,889,11,120,328,456,70,889,61,24,34,528,2670,1229,43,28,20,49,30,622,148,20000000.0,19.677777777777777,0.3048969843429752,0.3048969843429752,0.0,2.185095054457989,0.8638747889717632,0.1981830398229339,0.1270404101429063,0.3557131484001377,0.9655071170860882,10.0,31.57894736842105,38.70967741935484,13.636363636363635,66.18,236.2575551782682,202.17894736842103,18.755701984854888,67.24256460394503,16.97085684145063
Daniel Vivian,2022,ESP-La Liga,Athletic Club,ESP,DF,23.0,1999.0,29,26,2376,26.4,1,0,1,1,0,0,7,1,1.2,1.2,0.7,2.0,25,124,5,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.07,0.05,0.07,26.4,57,32,36,16,5,36,45,9,27,14,13,24,81,90.0,3,1,13,2,0.49,0.08,0,0,0,1165,1442,80.8,25085,9283,316,359,88.0,654,734,89.1,191,311,0,0.5,-0.7,6,118,3,0,124,40,55,1720,143,804,857,71,26,1720,11,4,6,1029,5819,3835,25,12,0,21,14,1039,5,14000000.0,26.4,0.0378773531305632,0.0378773531305632,0.0,0.4924055906973221,0.0757547062611264,0.0454528237566758,0.0265141471913942,0.9090564751335176,1.0226885345252077,8.819,41.66666666666667,33.33333333333333,7.142857142857142,18.509,277.05233333333337,389.4856666666667,3.387825234768649,79.26032893798073,33.34109451001295
Daniel Vivian,2023,ESP-La Liga,Athletic Club,ESP,DF,24.0,1999.0,33,31,2878,32.0,0,0,0,0,0,0,6,0,0.6,0.6,0.7,1.3,23,123,4,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,32.0,42,28,29,11,2,28,45,17,49,25,24,31,73,104.0,0,0,11,1,0.34,0.03,0,0,0,1442,1719,83.9,28805,10952,459,510,90.0,808,895,90.3,167,276,0,0.6,-0.7,6,105,5,1,123,34,46,2032,161,950,1021,75,27,2032,10,5,4,1128,5846,3422,23,10,2,27,5,1206,4,25000000.0,31.977777777777774,0.0,0.0,0.0,0.3439781243810999,0.0312707385800999,0.0187624431480599,0.0218895170060699,0.9693928959831,1.5322661904248998,8.819,41.9753086419753,45.45454545454545,0.0,13.539000000000001,291.2934107744108,389.1943086419753,1.7856279356155247,83.4556186365563,33.31563039356954
Daniel Wass,2020,ESP-La Liga,Valencia,DEN,"MF,DF",31.0,1989.0,35,35,2979,33.1,4,1,5,3,1,1,8,0,2.9,2.1,2.3,4.4,37,122,89,0.12,0.03,0.15,0.09,0.12,0.09,0.07,0.16,0.06,0.13,33.1,52,31,21,29,2,22,55,33,33,13,20,47,99,69.0,0,4,37,10,1.12,0.3,9,1,1,1237,1626,76.1,20144,7402,628,714,88.0,463,581,79.7,103,215,1,1.8,-1.3,38,122,21,6,122,59,53,1936,108,525,978,453,35,1935,17,9,8,1013,4346,2247,37,45,3,28,13,1203,89,7000000.0,33.1,0.120842270626265,0.0906317029696988,0.0302105676565662,1.117791003292952,0.3021056765656627,0.0876106462040421,0.0694843056101024,1.4198966798586146,0.9969487326666868,8.819,52.21238938053098,50.0,7.894736842105263,45.899,273.2827168141593,435.93138938053096,12.21764093372319,78.14983477657303,37.40035902739229
Daniel Wass,2021,ESP-La Liga,Valencia,DEN,"MF,DF",31.0,1989.0,70,70,5958,66.2,8,2,10,6,2,2,16,0,5.8,4.2,4.6,8.8,74,244,178,0.24,0.06,0.3,0.18,0.24,0.18,0.14,0.32,0.12,0.26,66.2,104,62,42,58,4,44,110,66,66,26,40,94,198,69.0,0,8,74,20,2.24,0.6,18,2,2,2474,3252,76.1,40288,14804,1256,1428,88.0,926,1162,79.7,206,430,2,3.6,-2.6,76,244,42,12,244,118,106,3872,216,1050,1956,906,70,3870,34,18,16,2026,8692,4494,74,90,6,56,26,2406,178,12000000.0,66.2,0.1208440960106342,0.0906330720079757,0.0302110240026585,1.117807888098367,0.3021102400265856,0.0876119696077098,0.0694853552061147,1.4199181281249529,0.9969637920877328,8.819,52.44444444444445,51.42857142857142,8.0,82.979,274.42376190476193,804.1634444444444,24.17125780547326,78.4859761067513,69.58311403566843
Daniele Baselli,2020,ITA-Serie A,Torino,ITA,MF,28.0,1992.0,15,3,396,4.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,7,25,9,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,4.4,12,7,3,6,3,6,10,4,2,0,2,9,21,5.0,0,0,5,2,1.14,0.45,2,0,0,163,217,75.1,2989,1031,78,94,83.0,51,68,75.0,29,39,0,0.5,-0.7,9,21,3,0,25,7,7,273,7,49,164,60,5,273,7,4,3,140,777,359,7,5,1,4,2,155,9,5000000.0,4.4,0.0,0.0,0.0,1.136105430583958,0.4544421722335832,0.0681663258350374,0.1590547602817541,2.0449897750511243,0.4544421722335832,8.0,46.666666666666664,50.0,0.0,12.96,267.29999999999995,125.16666666666666,1.5989735621326957,76.38738173720255,10.240135470593957
Daniele Baselli,2021,ITA-Serie A,Torino,ITA,MF,28.0,1992.0,30,6,792,8.8,0,0,0,0,0,0,4,0,0.6,0.6,1.4,2.0,14,50,18,0.0,0.0,0.0,0.0,0.0,0.12,0.32,0.44,0.12,0.44,8.8,24,14,6,12,6,12,20,8,4,0,4,18,42,5.0,0,0,10,4,2.28,0.9,4,0,0,326,434,75.1,5978,2062,156,188,83.0,102,136,75.0,58,78,0,1.0,-1.4,18,42,6,0,50,14,14,546,14,98,328,120,10,546,14,8,6,280,1554,718,14,10,2,8,4,310,18,2800000.0,8.8,0.0,0.0,0.0,1.1362345188046812,0.4544938075218725,0.0681740711282808,0.1590728326326553,2.0452221338484264,0.4544938075218725,8.0,48.275862068965516,53.333333333333336,0.0,17.92,269.116091954023,196.77586206896552,3.1979471242653914,76.92238562984357,16.49863784777553
Daniele Montevago,2022,ITA-Serie A,Sampdoria,ITA,FW,19.0,2003.0,6,3,231,2.6,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,1,0,10,0.0,0.0,0.0,0.0,0.0,0.19,0.09,0.28,0.19,0.28,2.6,1,0,0,0,1,0,1,1,2,1,1,0,1,1.0,0,0,7,1,2.73,0.39,0,0,0,23,40,57.5,228,22,14,20,70.0,4,8,50.0,0,3,0,0.3,-0.2,4,1,0,0,0,14,23,79,2,4,31,44,18,79,4,0,4,42,141,44,1,1,1,9,4,61,10,800000.0,2.566666666666667,0.0,0.0,0.0,2.726210567311437,0.3894586524730624,0.1947293262365312,0.0778917304946125,0.0,0.7789173049461249,8.0,36.84210526315789,0.0,0.0,11.8,191.55263157894737,52.94210526315789,1.2250200677629524,54.072907586923066,3.927851319161569
Daniele Padelli,2020,ITA-Serie A,Inter,ITA,GK,34.0,1985.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,13,13,100.0,219,109,6,6,100.0,5,5,100.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,6,16,12,0,0,0,0,0,9,0,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,308.0,8.0,0.0,88.37722530335814,0.0
Daniele Padelli,2021,ITA-Serie A,Inter,ITA,GK,34.0,1985.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,13,13,100.0,219,109,6,6,100.0,5,5,100.0,2,2,0,0.0,0.0,0,0,0,0,0,0,0,15,15,15,0,0,0,15,0,0,0,6,16,12,0,0,0,0,0,9,0,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,308.0,8.0,0.0,88.37722530335814,0.0
Daniele Rugani,2020,FRA-Ligue 1,Rennes,ITA,DF,26.0,1994.0,33,25,2092,23.2,2,2,4,2,0,0,5,0,0.9,0.9,1.0,2.1,8,74,10,0.18,0.18,0.36,0.18,0.36,0.21,0.1,0.31,0.21,0.31,23.2,48,22,20,24,4,20,41,21,31,21,10,31,79,31.0,0,2,7,3,1.54,1.18,0,0,0,861,1081,81.96666666666665,15179,5398,356,411,88.7,419,483,89.03333333333335,67,145,2,1.0,1.0,6,47,4,0,74,71,35,1340,136,608,661,79,23,1340,3,3,0,642,2809,1422,8,12,0,8,6,756,10,15000000.0,23.244444444444444,0.0860383635503252,0.0860383635503252,0.0860383635503252,0.3011342724261384,0.1290575453254879,0.0387172635976463,0.0430191817751626,1.3335946350300416,1.3335946350300416,8.498,66.35514018691589,75.0,25.0,20.478,305.30454205607475,393.9531401869159,4.022579054091084,87.58316832333811,33.73154288035698
Daniele Rugani,2021,ITA-Serie A,Cagliari,ITA,DF,26.0,1994.0,16,12,1001,11.1,1,1,2,1,0,0,2,0,0.4,0.4,0.5,1.0,4,36,5,0.09,0.09,0.18,0.09,0.18,0.04,0.05,0.09,0.04,0.09,11.1,24,11,10,12,2,10,20,10,15,10,5,15,39,46.0,0,1,3,1,0.27,0.09,0,0,0,402,508,79.1,7043,2474,171,198,86.4,189,220,85.9,33,70,1,0.5,0.5,3,23,2,0,36,33,16,635,66,287,313,39,11,635,1,1,0,297,1297,654,4,6,0,4,3,353,5,3500000.0,11.122222222222222,0.0899020068125743,0.0899020068125743,0.0899020068125743,0.2697060204377229,0.0899020068125743,0.0359608027250297,0.0449510034062871,1.3485301021886145,1.3485301021886145,8.0,66.0,50.0,25.0,12.93,285.59999999999997,234.6,1.5893023510714088,81.77839248070738,19.80439286745312
Daniele Rugani,2022,ITA-Serie A,Juventus,ITA,DF,28.0,1994.0,9,6,564,6.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,5,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,6.3,7,0,6,1,0,4,4,0,7,5,2,7,14,32.0,0,0,4,1,0.64,0.16,0,0,0,231,262,88.2,4696,1347,64,70,91.4,150,159,94.3,17,33,0,0.0,0.0,0,7,0,0,5,11,9,325,61,204,112,9,4,325,1,1,0,187,844,496,2,0,0,1,0,213,0,2000000.0,6.266666666666667,0.0,0.0,0.0,0.6381960325479976,0.1595490081369994,0.0797745040684997,0.0,1.1168430569589958,1.1168430569589958,8.0,52.38095238095239,50.0,0.0,11.2,308.31428571428575,119.5809523809524,1.0315958465372228,88.46981096796166,9.751955063887733
Daniele Verde,2020,ITA-Serie A,Spezia,ITA,FW,24.0,1996.0,21,12,980,10.9,6,1,7,6,0,0,1,0,3.0,3.0,1.9,5.0,28,30,88,0.55,0.09,0.64,0.55,0.64,0.28,0.18,0.45,0.28,0.45,10.9,5,4,2,2,1,4,10,6,5,0,5,9,14,7.0,0,6,33,15,3.03,1.38,0,0,0,317,411,77.1,5309,858,172,200,86.0,113,144,78.5,30,58,1,2.6,-0.9,10,14,9,0,30,0,0,500,7,57,188,260,57,500,17,7,10,338,2187,784,28,14,12,14,7,377,88,1500000.0,10.88888888888889,0.5509698088951015,0.5509698088951015,0.0918283014825169,3.030333948923058,1.3774245222377537,0.2754849044475507,0.1744737728167821,0.8264547133426522,0.4591415074125846,8.0,0.0,38.88888888888889,17.647058823529413,57.50000000000001,255.35555555555555,56.7,15.957498251122667,72.86865887790218,4.256283903993677
Daniele Verde,2021,ITA-Serie A,Spezia,ITA,FW,24.0,1996.0,21,12,980,10.9,6,1,7,6,0,0,1,0,3.0,3.0,1.9,5.0,28,30,88,0.55,0.09,0.64,0.55,0.64,0.28,0.18,0.45,0.28,0.45,10.9,5,4,2,2,1,4,10,6,5,0,5,9,14,7.0,0,6,33,15,3.03,1.38,0,0,0,317,411,77.1,5309,858,172,200,86.0,113,144,78.5,30,58,1,2.6,-0.9,10,14,9,0,30,0,0,500,7,57,188,260,57,500,17,7,10,338,2187,784,28,14,12,14,7,377,88,5000000.0,10.88888888888889,0.5509698088951015,0.5509698088951015,0.0918283014825169,3.030333948923058,1.3774245222377537,0.2754849044475507,0.1744737728167821,0.8264547133426522,0.4591415074125846,8.0,0.0,38.88888888888889,17.647058823529413,57.50000000000001,255.35555555555555,56.7,15.957498251122667,72.86865887790218,4.256283903993677
Daniele Verde,2022,ITA-Serie A,Spezia,ITA,"FW,MF",26.0,1996.0,25,11,998,11.1,3,0,3,2,1,1,1,0,2.9,2.1,1.3,3.4,18,42,57,0.27,0.0,0.27,0.18,0.18,0.26,0.12,0.38,0.19,0.31,11.1,4,4,3,0,1,3,7,4,6,0,6,8,12,4.0,0,3,32,10,2.89,0.9,1,1,1,312,443,70.4,5403,1794,143,175,81.7,128,168,76.2,35,74,0,2.4,-1.3,18,28,17,6,42,0,2,538,11,63,219,261,30,537,17,6,7,301,1569,592,18,9,8,17,12,345,57,3000000.0,11.088888888888889,0.2705166868719253,0.1803444579146169,0.0,2.8855113266338708,0.9017222895730846,0.2614994639761945,0.117223897644501,0.7213778316584677,0.5410333737438507,8.0,0.0,33.33333333333333,6.0606060606060606,42.03,232.53333333333336,52.4,10.97037708051928,66.14544329371338,3.8804723888566572
Danilho Doekhi,2022,GER-Bundesliga,Union Berlin,NED,DF,24.0,1998.0,25,25,2216,24.6,5,1,6,5,0,0,0,0,1.9,1.9,0.4,2.3,15,73,21,0.2,0.04,0.24,0.2,0.24,0.08,0.02,0.09,0.08,0.09,24.6,38,23,21,17,0,14,26,12,27,12,15,29,67,93.0,0,5,17,9,0.69,0.37,0,0,0,756,955,79.2,13777,4912,306,353,86.7,373,433,86.1,65,128,1,0.7,0.6,7,69,4,0,73,61,49,1209,116,563,553,99,27,1209,7,3,1,640,2993,1470,15,9,1,8,3,703,21,17000000.0,24.622222222222224,0.2030603450220884,0.2030603450220884,0.0406120690044176,0.6904051730751006,0.3655086210397592,0.0771629311083936,0.016244827601767,1.177750001128113,1.0965258631192776,8.909,54.95495495495496,37.5,27.77777777777778,41.039,278.4954864864865,337.163954954955,10.650904741794784,79.68546850919229,28.76828014886395
Danilho Doekhi,2023,GER-Bundesliga,Union Berlin,NED,DF,25.0,1998.0,24,24,2160,24.0,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.3,7,65,6,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,24.0,34,23,18,16,0,15,21,6,46,25,21,38,72,111.0,1,2,16,2,0.67,0.08,0,0,0,738,919,80.3,13735,5232,273,311,87.8,379,434,87.3,72,146,0,1.0,-0.2,4,67,9,1,65,53,42,1225,154,634,537,58,25,1225,4,2,0,585,2763,1599,7,16,1,9,2,726,6,17000000.0,24.0,0.083329861255781,0.083329861255781,0.0,0.666638890046248,0.083329861255781,0.0499979167534686,0.0083329861255781,1.5832673638598391,1.9165868088829632,8.909,55.208333333333336,40.0,11.76470588235294,21.249000000000002,282.37149999999997,379.21733333333333,4.271129178366146,80.82730624106776,32.443662438400864
Danilo,2020,ITA-Serie A,Juventus,BRA,"DF,MF",29.0,1991.0,68,64,5832,64.8,2,8,10,2,0,0,12,0,3.8,3.8,6.4,10.2,118,480,110,0.06,0.24,0.3,0.06,0.3,0.12,0.2,0.32,0.12,0.32,64.8,124,62,74,32,18,70,132,62,64,24,40,132,256,68.0,4,2,38,4,1.18,0.12,0,0,0,4368,4958,88.1,79158,24758,1746,1874,93.2,2188,2392,91.5,382,542,8,6.0,1.6,50,440,70,28,480,60,40,5488,296,1686,3130,728,46,5488,50,44,6,3022,14260,8162,118,78,10,36,18,4022,110,20600000.0,64.8,0.0308637212388697,0.0308637212388697,0.123454884955479,0.5864107035385256,0.0617274424777395,0.0586410703538525,0.0987639079643832,2.037005601765405,0.9876390796438326,8.0,59.4059405940594,86.27450980392157,5.128205128205128,31.459999999999997,328.6315860997864,962.2059405940594,7.5628870499260135,94.45509974704632,83.3957163459064
Danilo,2021,ITA-Serie A,Juventus,BRA,"DF,MF",29.0,1991.0,34,32,2916,32.4,1,4,5,1,0,0,6,0,1.9,1.9,3.2,5.1,59,240,55,0.03,0.12,0.15,0.03,0.15,0.06,0.1,0.16,0.06,0.16,32.4,62,31,37,16,9,35,66,31,32,12,20,66,128,68.0,2,1,19,2,0.59,0.06,0,0,0,2184,2479,88.1,39579,12379,873,937,93.2,1094,1196,91.5,191,271,4,3.0,0.8,25,220,35,14,240,30,20,2744,148,843,1565,364,23,2744,25,22,3,1511,7130,4081,59,39,5,18,9,2011,55,13000000.0,32.4,0.0308632449615752,0.0308632449615752,0.123452979846301,0.58640165426993,0.0617264899231505,0.058640165426993,0.0987623838770408,2.0369741674639674,0.9876238387704084,8.0,58.82352941176471,84.61538461538461,5.0,19.729999999999997,325.7932126696832,517.6235294117647,3.7814435249630067,93.61894118662201,44.54009086923495
Danilo,2022,ITA-Serie A,Juventus,BRA,DF,26.0,1996.0,50,47,4160,46.2,6,5,11,6,0,0,6,0,4.3,4.3,3.1,7.5,52,210,65,0.36,0.26,0.63,0.36,0.63,0.22,0.14,0.36,0.22,0.36,46.2,110,69,68,32,10,58,98,40,65,26,39,56,166,66.5,1,6,47,9,2.28,0.51,1,0,0,2032,2460,73.85,39008,14762,778,875,84.75,967,1071,82.1,265,426,5,1.9,1.9,28,211,20,3,210,57,52,2980,297,1172,1486,349,66,2980,42,21,13,1551,7144,3918,52,35,7,42,17,1856,65,43000000.0,46.22222222222222,0.1298048840289513,0.1298048840289513,0.1081707366907927,1.016804924893452,0.1947073260434269,0.0930268335540817,0.0670658567482915,1.2115122509368788,1.406219576980306,8.0,51.81818181818182,48.837209302325576,12.5,51.06,267.13033826638474,748.4681818181818,13.881411609966507,76.33740095967897,64.71545798135915
Danilo,2023,ENG-Premier League,Nott'ham Forest,BRA,MF,22.0,2001.0,29,20,1792,19.9,2,2,4,2,0,0,4,0,1.8,1.8,1.5,3.4,22,82,28,0.1,0.1,0.2,0.1,0.2,0.09,0.08,0.17,0.09,0.17,19.9,36,18,22,12,2,21,46,25,34,8,26,35,71,42.0,0,2,23,7,1.16,0.35,0,0,0,588,757,77.7,10476,3222,255,297,85.9,246,285,86.3,70,123,2,0.7,0.5,20,74,14,0,82,14,10,977,79,281,521,191,16,977,26,17,9,514,2532,1167,22,20,3,24,13,591,28,28000000.0,19.91111111111111,0.1004413840822726,0.1004413840822726,0.1004413840822726,1.1550759169461355,0.3515448442879542,0.0903972456740453,0.0753310380617044,1.7577242214397713,1.707503529398635,10.0,56.00000000000001,62.96296296296296,8.333333333333332,33.459999999999994,286.0851851851852,352.2,8.207634454011776,81.92132354879061,30.0824008163167
Danilo Barbosa,2020,FRA-Ligue 1,Nice,BRA,DF,24.0,1996.0,4,3,250,2.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,3,11,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,2.8,6,3,5,1,0,4,6,2,2,1,1,2,8,11.0,2,0,2,0,0.72,0.0,1,0,0,178,203,87.7,3422,1147,48,56,85.7,119,123,96.7,10,20,0,0.0,0.0,0,6,0,0,11,4,2,234,25,119,110,5,1,234,1,1,0,168,1032,619,3,1,0,3,0,169,0,6500000.0,2.7777777777777777,0.0,0.0,0.0,0.7197408932784198,0.0,0.0719740893278419,0.0,0.7197408932784198,0.7197408932784198,8.498,57.14285714285714,50.0,0.0,9.138,308.7408571428572,98.74085714285714,0.3668612729247998,88.59547496546443,7.930571862253233
Danilo Barbosa,2021,FRA-Ligue 1,Nice,BRA,DF,24.0,1996.0,4,3,250,2.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,3,11,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,2.8,6,3,5,1,0,4,6,2,2,1,1,2,8,11.0,2,0,2,0,0.72,0.0,1,0,0,178,203,87.7,3422,1147,48,56,85.7,119,123,96.7,10,20,0,0.0,0.0,0,6,0,0,11,4,2,234,25,119,110,5,1,234,1,1,0,168,1032,619,3,1,0,3,0,169,0,3500000.0,2.7777777777777777,0.0,0.0,0.0,0.7197408932784198,0.0,0.0719740893278419,0.0,0.7197408932784198,0.7197408932784198,8.498,57.14285714285714,50.0,0.0,9.138,308.7408571428572,98.74085714285714,0.3668612729247998,88.59547496546443,7.930571862253233
Danilo Cataldi,2020,ITA-Serie A,Lazio,ITA,MF,25.0,1994.0,19,4,568,6.3,0,0,0,0,0,0,4,0,0.3,0.3,0.3,0.6,12,43,14,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.1,0.05,0.1,6.3,7,2,1,5,1,4,18,14,3,1,2,9,16,7.0,0,0,6,2,0.95,0.32,0,0,0,351,429,81.8,5783,1975,168,180,93.3,140,163,85.9,31,67,0,0.7,-0.3,5,40,7,3,43,1,5,466,18,96,268,106,8,466,9,8,1,266,1416,682,12,9,1,6,2,321,14,2500000.0,6.311111111111111,0.0,0.0,0.0,0.9505536094632892,0.3168512031544298,0.0475276804731644,0.0475276804731644,1.4258304141949338,0.4752768047316446,8.0,14.285714285714285,80.0,0.0,13.16,289.68571428571425,74.9857142857143,1.6634483025412719,82.98200612055312,5.8544192507557495
