player,season,league,team,nation,pos,age,born,Playing Time MP,Playing Time Starts,Minutes de jeu,Playing Time 90s,G,A,Performance G+A,G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,xG,Expected npxG,xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocs_totaux,Blocks Sh,Blocks Pass,Interceptions,Tkl+Int,Degagements,Err,Standard Gls,Tirs,Tirs_Cadres,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Aerial Duels Won,Aerial Duels Lost,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Valeur marchande (euros),90s_calcul,G_per90,G-PK_per90,A_per90,Tirs_per90,Tirs_Cadres_per90,xG_per90,xAG_per90,Interceptions_per90,Blocs_totaux_per90,uefa_coeff,Aerial_Wins_Pct,Dribble_Succ_Pct,Finishing_ratio,OSI_raw,PMI_raw,DSI_raw,Off Index,Playmaking Index,Def Index
Toni Kroos,2021,ESP-La Liga,Real Madrid,GER,MF,30.0,1990.0,28,24,2117,23.5,3,10,13,3,0,0,6,0,2.3,2.3,6.9,9.1,43,269,47,0.13,0.43,0.55,0.13,0.55,0.1,0.29,0.39,0.1,0.39,23.5,42,22,15,15,12,11,44,33,26,6,20,15,57,10.0,3,3,34,12,1.45,0.51,1,0,0,1934,2162,89.5,36054,11496,859,897,95.8,663,714,92.9,322,427,10,5.9,3.1,67,259,34,2,269,12,8,2316,35,369,1321,640,26,2316,18,16,2,1451,6989,3618,43,57,9,14,8,1808,47,20000000.0,23.522222222222226,0.1275335484084285,0.1275335484084285,0.4251118280280951,1.4453802152955235,0.5101341936337142,0.0977757204464618,0.2933271613393857,0.6376677420421427,1.1052907528730471,8.819,57.14285714285714,84.21052631578947,8.571428571428571,46.129000000000005,333.14606766917296,316.9618571428571,12.291786885193053,95.78502426299809,27.00265666334982
Toni Kroos,2022,ESP-La Liga,Real Madrid,GER,MF,32.0,1990.0,30,25,2155,23.9,2,4,6,2,0,0,2,1,1.4,1.4,4.4,5.9,51,319,38,0.08,0.17,0.25,0.08,0.25,0.06,0.19,0.24,0.06,0.24,23.9,51,32,16,33,2,23,69,46,23,4,19,24,75,11.0,0,2,31,11,1.29,0.46,5,0,0,2255,2482,90.9,42174,15247,991,1022,97.0,907,964,94.1,314,419,4,5.5,-0.4,55,372,26,7,319,7,4,2633,58,531,1618,506,18,2633,26,9,10,1796,8015,4384,51,41,3,10,12,2106,38,15000000.0,23.944444444444443,0.0835231939269357,0.0835231939269357,0.1670463878538715,1.2946095058675045,0.4593775665981467,0.058466235748855,0.1837510266392587,1.0022783271232292,0.9605167301597614,8.819,58.333333333333336,33.33333333333333,6.25,40.599000000000004,314.3523333333334,366.25233333333335,10.509060312895915,90.24856395069826,31.310547021249363
Toni Kroos,2023,ESP-La Liga,Real Madrid,GER,MF,33.0,1990.0,33,24,2124,23.6,1,8,9,1,0,0,3,0,1.6,1.6,4.9,6.5,32,290,29,0.04,0.34,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,23.6,53,34,19,25,9,24,59,35,22,4,18,17,70,11.0,1,1,35,13,1.48,0.55,10,0,0,2291,2505,91.5,42164,15443,1087,1121,97.0,828,881,94.0,333,438,8,5.9,3.1,62,327,23,5,290,8,4,2656,58,546,1641,492,13,2656,8,5,3,1758,8020,4189,32,51,1,8,6,2128,29,10000000.0,23.6,0.0423710859709334,0.0423710859709334,0.3389686877674674,1.48298800898267,0.5508241176221346,0.0677937375534935,0.2076183212575738,0.7203084615058684,0.9321638913605356,8.819,61.53846153846154,55.55555555555556,2.7777777777777777,43.18900000000001,328.0027606837607,361.4574615384616,11.344008201186982,94.26985359548438,30.891484687733428
Toni Lato,2020,ESP-La Liga,Valencia,ESP,DF,22.0,1997.0,15,8,728,8.1,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.8,6,19,30,0.12,0.0,0.12,0.12,0.12,0.08,0.02,0.1,0.08,0.1,8.1,13,6,7,3,3,6,13,7,12,1,11,10,23,21.0,0,1,2,2,0.25,0.25,0,0,0,276,362,76.2,4642,1427,117,136,86.0,132,160,82.5,22,50,0,0.3,-0.2,3,20,2,2,19,8,11,436,24,165,183,90,6,436,7,3,4,228,789,361,6,3,1,6,4,236,30,2500000.0,8.088888888888889,0.1236110920353253,0.1236110920353253,0.0,0.2472221840706506,0.2472221840706506,0.0865277644247277,0.024722218407065,1.2361109203532532,1.4833331044239038,8.819,40.0,37.5,33.33333333333333,15.709,264.41900000000004,146.91899999999998,2.4851788690485783,75.53866578353932,12.141246481702206
Toni Lato,2021,ESP-La Liga,Valencia,ESP,DF,22.0,1997.0,15,8,728,8.1,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.8,6,19,30,0.12,0.0,0.12,0.12,0.12,0.08,0.02,0.1,0.08,0.1,8.1,13,6,7,3,3,6,13,7,12,1,11,10,23,21.0,0,1,2,2,0.25,0.25,0,0,0,276,362,76.2,4642,1427,117,136,86.0,132,160,82.5,22,50,0,0.3,-0.2,3,20,2,2,19,8,11,436,24,165,183,90,6,436,7,3,4,228,789,361,6,3,1,6,4,236,30,1500000.0,8.088888888888889,0.1236110920353253,0.1236110920353253,0.0,0.2472221840706506,0.2472221840706506,0.0865277644247277,0.024722218407065,1.2361109203532532,1.4833331044239038,8.819,40.0,37.5,33.33333333333333,15.709,264.41900000000004,146.91899999999998,2.4851788690485783,75.53866578353932,12.141246481702206
Toni Lato,2022,ESP-La Liga,Valencia,ESP,"DF,MF",24.0,1997.0,24,9,914,10.2,1,0,1,1,0,0,1,0,0.8,0.8,0.9,1.8,18,40,47,0.1,0.0,0.1,0.1,0.1,0.08,0.09,0.18,0.08,0.18,10.2,23,11,9,12,2,9,21,12,10,1,9,6,29,14.0,0,1,9,1,0.89,0.1,1,0,0,390,490,79.6,6140,2040,205,228,89.9,148,177,83.6,26,61,0,1.0,-0.9,15,32,10,2,40,4,19,583,22,149,247,191,18,583,10,7,2,280,1402,794,18,15,2,8,2,346,47,2500000.0,10.155555555555557,0.0984585762889868,0.0984585762889868,0.0,0.8861271866008819,0.0984585762889868,0.0787668610311895,0.0886127186600881,0.5907514577339212,0.9845857628898688,8.819,16.666666666666664,63.63636363636363,10.0,15.429,278.07354545454547,150.88566666666665,2.3949142324765713,79.56116858371033,12.487925321247207
Toni Lato,2023,ESP-La Liga,Mallorca,ESP,DF,25.0,1997.0,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.2,0.2,1.3,1.6,30,39,110,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,17.2,38,23,19,13,6,16,27,11,17,3,14,17,55,27.0,0,0,5,1,0.29,0.06,0,0,0,595,788,75.5,9743,3108,309,352,87.8,233,306,76.1,42,87,1,1.3,-0.3,10,26,14,9,39,10,19,942,40,249,399,305,17,942,18,10,5,432,1860,911,30,23,8,17,7,494,110,3500000.0,17.155555555555555,0.0,0.0,0.0582867578962366,0.2914337894811831,0.0582867578962366,0.0116573515792473,0.0757727852651076,0.9908748842360224,0.9908748842360224,8.819,33.33333333333333,52.63157894736842,0.0,11.859000000000002,266.87163157894736,264.8523333333333,1.2440401161834826,76.26118836233518,22.448387106157803
Toni Villa,2020,ESP-La Liga,Valladolid,ESP,"MF,FW",25.0,1995.0,21,10,969,10.8,2,0,2,2,0,0,2,0,0.8,0.8,1.1,1.9,35,54,67,0.19,0.0,0.19,0.19,0.19,0.07,0.1,0.18,0.07,0.18,10.8,31,16,11,14,6,15,42,27,15,1,14,5,36,3.0,0,2,15,5,1.39,0.46,0,0,0,272,380,71.6,4222,1486,144,173,83.2,88,117,75.2,25,45,0,1.1,-1.1,13,22,13,7,54,6,15,558,4,82,242,241,30,558,48,23,25,351,1988,1050,35,25,12,34,18,388,67,2500000.0,10.766666666666667,0.1857412624214469,0.1857412624214469,0.0,1.393059468160852,0.4643531560536173,0.0742965049685787,0.1021576943317958,0.4643531560536173,1.393059468160852,8.819,27.27272727272727,46.93877551020408,12.5,25.879000000000005,250.57632838589979,200.39172727272728,5.763719418824691,71.46074275674017,16.814657331672493
Toni Villa,2022,ESP-La Liga,Valladolid,ESP,MF,27.0,1995.0,52,26,1972,21.8,2,6,8,2,0,0,4,0,2.0,2.0,3.2,5.2,78,84,192,0.2,0.6,0.8,0.2,0.8,0.22,0.36,0.56,0.22,0.56,21.8,62,42,22,28,12,28,64,36,16,0,16,16,78,1.5,0,2,34,6,3.42,0.6,0,0,0,554,734,69.6,7768,2554,332,376,85.15,170,226,69.35,24,52,6,2.6,2.8,30,46,16,10,84,2,10,1062,6,134,368,586,90,1062,152,50,92,700,4814,2528,78,60,40,42,46,748,192,10000000.0,21.91111111111111,0.0912737248300026,0.0912737248300026,0.273821174490008,1.5516533221100457,0.273821174490008,0.0912737248300026,0.1460379597280043,0.7301897986400214,0.7301897986400214,8.819,15.384615384615385,32.6797385620915,5.714285714285714,32.919000000000004,238.3062800402212,336.35361538461535,8.033230281206581,67.84609999964307,28.69745806939771
Toni Villa,2023,ESP-La Liga,Girona,ESP,FW,28.0,1995.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,6.92,6.92,0,0,0,7,9,77.8,119,18,2,2,100.0,4,5,80.0,1,1,0,0.0,0.0,0,0,0,0,1,0,0,12,0,0,5,8,1,12,1,0,1,8,62,36,1,0,1,1,0,7,3,1500000.0,0.1444444444444444,0.0,0.0,0.0,6.875477463712758,6.875477463712758,0.0,0.0,0.0,0.0,8.819,0.0,0.0,0.0,10.819,242.21899999999997,8.819,0.9087714660588849,68.99875111109078,0.07157898392958571
Tonny Vilhena,2022,ITA-Serie A,Salernitana,NED,MF,27.0,1995.0,33,27,2265,25.2,4,1,5,4,0,0,5,0,2.4,2.4,1.7,4.1,30,80,59,0.16,0.04,0.2,0.16,0.2,0.1,0.07,0.16,0.1,0.16,25.2,44,22,16,23,5,20,50,30,17,7,10,18,62,21.0,0,4,31,9,1.23,0.36,1,0,0,662,864,76.6,10869,3264,344,392,87.8,224,269,83.3,61,120,1,1.6,-0.7,19,64,14,6,80,10,34,1091,32,202,609,294,19,1091,39,17,19,591,3063,1302,30,35,3,37,24,682,59,3800000.0,25.166666666666668,0.1589340820894534,0.1589340820894534,0.0397335205223633,1.2317391361932637,0.3576016847012701,0.095360449253672,0.0675469848880176,0.7152033694025403,0.6754698488801769,8.0,22.22222222222222,42.5,12.5,41.48,261.96666666666664,278.3222222222222,10.793071544395692,74.81623106514284,23.625628815939343
Tony Jantschke,2020,GER-Bundesliga,Gladbach,GER,DF,30.0,1990.0,8,3,269,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,16,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,3.0,2,2,1,1,0,1,3,2,6,4,2,4,6,7.0,0,0,2,1,0.67,0.33,0,0,0,240,262,91.6,4244,1384,97,100,97.0,122,131,93.1,18,25,0,0.0,0.0,0,5,0,0,16,3,4,286,11,100,176,10,3,286,0,0,0,189,663,331,0,0,0,1,0,218,1,1400000.0,2.988888888888889,0.0,0.0,0.0,0.6689211787877661,0.334460589393883,0.0668921178787766,0.0,1.3378423575755325,2.0067635363632985,8.909,37.5,0.0,0.0,11.349,294.95899999999995,75.10900000000001,1.0796295281416124,84.53546731942114,5.865194178913997
Tony Jantschke,2021,GER-Bundesliga,Gladbach,GER,DF,30.0,1990.0,8,3,269,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,16,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,3.0,2,2,1,1,0,1,3,2,6,4,2,4,6,7.0,0,0,2,1,0.67,0.33,0,0,0,240,262,91.6,4244,1384,97,100,97.0,122,131,93.1,18,25,0,0.0,0.0,0,5,0,0,16,3,4,286,11,100,176,10,3,286,0,0,0,189,663,331,0,0,0,1,0,218,1,800000.0,2.988888888888889,0.0,0.0,0.0,0.6689211787877661,0.334460589393883,0.0668921178787766,0.0,1.3378423575755325,2.0067635363632985,8.909,37.5,0.0,0.0,11.349,294.95899999999995,75.10900000000001,1.0796295281416124,84.53546731942114,5.865194178913997
Tony Jantschke,2022,GER-Bundesliga,Gladbach,GER,"DF,MF",32.0,1990.0,8,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2,1,1,1,0,1,1,0,5,3,2,0,2,5.0,0,0,0,0,0.0,0.0,0,0,0,79,86,91.9,1453,438,26,27,96.3,45,48,93.8,7,10,0,0.0,0.0,0,1,0,0,2,4,1,99,11,57,39,3,0,99,0,0,0,59,217,70,0,0,0,0,0,74,1,600000.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.541326067211626,8.909,66.66666666666666,0.0,0.0,8.909,304.60900000000004,94.07566666666666,0.2930376951569801,87.37826806667918,7.52284342009976
Tony Jantschke,2023,GER-Bundesliga,Gladbach,GER,"DF,MF",33.0,1990.0,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1,1,1,0,0,1,1,0,2,2,0,1,2,4.0,0,0,0,0,0.0,0.0,0,0,0,12,12,100.0,208,130,5,5,100.0,7,7,100.0,0,0,0,0.0,0.0,0,1,0,0,2,2,2,22,5,15,7,0,0,22,0,0,0,8,17,4,0,0,0,0,0,9,0,400000.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3222591362126246,6.644518272425249,8.909,40.0,0.0,0.0,8.909,320.909,59.309,0.2930376951569801,92.18009730816163,4.484305355852393
Tony Mauricio,2020,FRA-Ligue 1,Lens,FRA,MF,26.0,1994.0,26,2,502,5.6,0,4,4,0,0,0,3,0,0.4,0.4,1.5,1.9,10,33,25,0.0,0.72,0.72,0.0,0.72,0.08,0.26,0.34,0.08,0.34,5.6,19,12,7,8,4,11,17,6,8,1,7,3,22,4.0,0,0,13,2,2.33,0.36,0,0,0,256,324,79.0,4623,1250,116,127,91.3,96,116,82.8,35,58,4,1.0,2.5,14,22,5,1,33,2,5,396,4,50,196,154,6,396,11,6,5,221,1018,416,10,9,3,9,12,255,25,2000000.0,5.5777777777777775,0.0,0.0,0.7170029277619551,2.330259515226354,0.3585014638809775,0.0717002927761955,0.2688760979107331,0.5377521958214663,1.43400585552391,8.498,25.0,50.0,0.0,15.177999999999999,274.998,131.898,2.3139984332638077,78.65514133848673,10.828440721499149
Tony Rölke,2022,GER-Bundesliga,Hertha BSC,GER,FW,19.0,2003.0,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,0,5,8,62.5,60,0,3,5,60.0,2,3,66.7,0,0,0,0.0,0.0,0,0,0,0,0,0,2,11,0,3,7,1,0,11,0,0,0,3,6,0,0,0,0,1,0,9,0,200000.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.479840716774515,8.909,0.0,0.0,0.0,8.909,196.409,11.009,0.2930376951569801,55.50354880726801,0.26298066256913705
Tony Strata,2022,FRA-Ligue 1,Ajaccio,ROU,"MF,DF",17.0,2004.0,3,1,138,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,1.5,4,3,4,0,0,4,5,1,2,0,2,1,5,7.0,0,0,0,0,0.0,0.0,0,0,0,29,37,78.4,453,124,14,14,100.0,11,14,78.6,2,7,0,0.0,0.0,1,1,0,0,2,0,0,51,7,30,22,0,0,51,0,0,0,31,170,105,1,0,0,1,0,22,0,50000.0,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651748859439496,1.303497718878992,8.498,0.0,0.0,0.0,8.498,243.698,31.198,0.16054210361735508,69.43445083183636,2.0274594251508278
Tosin Adarabioyo,2020,ENG-Premier League,Fulham,ENG,DF,22.0,1997.0,33,33,2953,32.8,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.4,5,75,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,32.8,37,19,30,6,1,19,40,21,26,20,6,42,79,197.0,2,0,18,5,0.55,0.15,0,0,0,1647,1918,85.9,33255,12650,484,551,87.8,949,1008,94.1,196,318,0,0.4,-0.3,5,71,5,0,75,82,38,2272,398,1310,900,67,35,2272,14,11,3,1337,5844,3132,5,5,0,12,5,1522,3,12000000.0,32.81111111111111,0.0,0.0,0.0,0.5485779302357869,0.1523827583988297,0.0335242068477425,0.0091429655039297,1.2800151705501697,0.7923903436739145,10.0,67.76859504132231,73.33333333333333,0.0,23.92,317.36391184573006,381.4685950413223,5.132189336522684,91.13574712639438,32.64041826943558
Tosin Adarabioyo,2022,ENG-Premier League,Fulham,ENG,DF,24.0,1997.0,25,23,2085,23.2,1,0,1,1,0,0,4,0,0.7,0.7,0.4,1.1,16,95,3,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,23.2,30,13,22,6,2,16,23,7,20,15,5,26,56,140.0,1,1,16,4,0.69,0.17,1,0,0,1066,1300,82.0,22623,8478,265,307,86.3,653,735,88.8,136,223,0,0.5,-0.4,6,96,7,0,95,59,26,1545,231,776,735,47,19,1545,11,9,2,834,4470,2733,16,12,1,4,4,975,3,16000000.0,23.166666666666668,0.0431636044487288,0.0431636044487288,0.0,0.6906176711796612,0.1726544177949153,0.0302145231141101,0.0172654417794915,1.1222537156669494,0.8632720889745765,10.0,68.6046511627907,75.0,5.88235294117647,23.29,306.5813953488372,304.6046511627907,4.929093904235668,87.95931749378411,25.922661244226802
Tosin Adarabioyo,2023,ENG-Premier League,Fulham,ENG,DF,25.0,1997.0,20,18,1617,18.0,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,10,62,5,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,18.0,21,11,16,5,0,12,21,9,16,11,5,25,46,80.0,0,2,14,5,0.78,0.28,0,0,0,1028,1216,84.5,21010,7956,277,307,90.2,627,699,89.7,115,177,0,0.3,-0.1,2,47,2,0,62,56,28,1390,181,713,631,48,29,1390,3,1,0,817,4560,2661,10,12,1,4,4,1009,5,20000000.0,17.966666666666665,0.1113110587536871,0.1113110587536871,0.0,0.7791774112758103,0.2782776468842179,0.0389588705637905,0.0055655529376843,1.3913882344210895,0.8904884700294975,10.0,65.88235294117646,25.0,13.333333333333334,26.740000000000002,293.2647058823529,249.88235294117646,6.041283176283612,84.03634394286966,21.140040359007124
Tosin Aiyegun,2023,FRA-Ligue 1,Lorient,BEN,"MF,FW",25.0,1998.0,19,10,902,10.0,2,0,2,2,0,0,0,1,1.8,1.8,0.3,2.1,17,16,52,0.2,0.0,0.2,0.2,0.2,0.18,0.03,0.21,0.18,0.21,10.0,6,4,2,3,1,3,9,6,4,1,3,2,8,8.0,0,2,11,3,1.1,0.3,0,0,0,154,203,75.9,2377,486,73,98,74.5,58,70,82.9,10,15,0,0.3,-0.3,7,7,2,0,16,6,10,291,10,54,120,123,21,291,26,12,13,227,1660,686,17,10,6,18,13,218,52,3000000.0,10.022222222222222,0.1995366315999512,0.1995366315999512,0.0,1.0974514737997318,0.2993049473999268,0.1795829684399561,0.0299304947399926,0.1995366315999512,0.3990732631999025,8.498,35.294117647058826,44.44444444444444,16.666666666666664,22.357999999999997,264.56401307189543,80.59211764705883,4.628641613931701,75.58138529329541,6.344407841847881
Trent Alexander-Arnold,2020,ENG-Premier League,Liverpool,ENG,DF,21.0,1998.0,36,34,3031,33.7,2,7,9,2,0,0,2,0,2.6,2.6,8.6,11.2,98,251,249,0.06,0.21,0.27,0.06,0.27,0.08,0.26,0.33,0.08,0.33,33.7,56,33,31,18,7,36,56,20,24,3,21,49,105,50.0,3,2,55,12,1.63,0.36,18,0,0,2245,3015,74.5,40719,15754,1064,1184,89.9,897,1145,78.3,256,545,7,7.5,-1.6,77,193,101,29,251,8,23,3318,73,699,1494,1151,81,3318,61,32,29,1992,9462,5442,98,95,24,31,22,2202,249,75000000.0,33.67777777777778,0.0593845778251388,0.0593845778251388,0.2078460223879858,1.6330758901913174,0.3563074669508329,0.0771999511726804,0.2553536846480969,1.454922156715901,0.7126149339016657,10.0,25.0,51.61290322580645,3.571428571428571,49.82,265.14516129032256,410.0,13.481668219433333,75.75258618341068,35.134006763972444
Trent Alexander-Arnold,2021,ENG-Premier League,Liverpool,ENG,DF,21.0,1998.0,36,34,3031,33.7,2,7,9,2,0,0,2,0,2.6,2.6,8.6,11.2,98,251,249,0.06,0.21,0.27,0.06,0.27,0.08,0.26,0.33,0.08,0.33,33.7,56,33,31,18,7,36,56,20,24,3,21,49,105,50.0,3,2,55,12,1.63,0.36,18,0,0,2245,3015,74.5,40719,15754,1064,1184,89.9,897,1145,78.3,256,545,7,7.5,-1.6,77,193,101,29,251,8,23,3318,73,699,1494,1151,81,3318,61,32,29,1992,9462,5442,98,95,24,31,22,2202,249,80000000.0,33.67777777777778,0.0593845778251388,0.0593845778251388,0.2078460223879858,1.6330758901913174,0.3563074669508329,0.0771999511726804,0.2553536846480969,1.454922156715901,0.7126149339016657,10.0,25.0,51.61290322580645,3.571428571428571,49.82,265.14516129032256,410.0,13.481668219433333,75.75258618341068,35.134006763972444
Trent Alexander-Arnold,2022,ENG-Premier League,Liverpool,ENG,DF,23.0,1998.0,37,34,2923,32.5,2,9,11,2,0,0,5,0,2.4,2.4,11.5,13.8,43,235,139,0.06,0.28,0.34,0.06,0.34,0.07,0.35,0.43,0.07,0.43,32.5,57,40,32,16,9,42,80,38,25,7,18,43,100,41.0,2,2,40,8,1.23,0.25,5,0,0,2188,2912,75.1,41590,16323,1000,1123,89.0,822,1045,78.7,331,642,9,9.1,-2.5,71,239,82,28,235,20,13,3180,89,737,1631,837,44,3180,45,30,13,1778,6848,3312,43,39,8,35,21,2042,139,65000000.0,32.477777777777774,0.0615786718848889,0.0615786718848889,0.2771040234820002,1.231573437697779,0.2463146875395558,0.0738944062618667,0.3540773633381114,1.3239414455251124,0.7697333985611119,10.0,58.82352941176471,65.21739130434783,4.878048780487805,39.379999999999995,283.53401534526853,436.9235294117647,10.116086770105639,81.16977250969245,37.48707010840764
Trent Alexander-Arnold,2023,ENG-Premier League,Liverpool,ENG,DF,24.0,1998.0,28,25,2155,23.9,3,4,7,3,0,0,6,0,2.6,2.3,7.2,9.5,45,205,97,0.13,0.17,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4,23.9,39,26,26,11,2,27,87,60,22,2,20,31,70,48.0,5,3,47,8,1.96,0.33,5,0,0,1553,2062,75.3,30386,12434,676,734,92.1,607,762,79.7,244,495,4,6.1,-3.2,64,202,57,18,205,8,6,2296,75,523,1217,582,34,2296,52,28,21,1250,5701,2724,45,48,7,27,6,1492,97,70000000.0,23.944444444444443,0.1252847908904036,0.1252847908904036,0.1670463878538715,1.9627950572829904,0.3340927757077431,0.1085801521050165,0.3006834981369687,1.2946095058675045,0.9187551331962934,10.0,53.333333333333336,52.83018867924528,6.25,43.07,275.0320754716981,330.1333333333333,11.305645730643876,78.66517965728532,28.153817692125177
Trevoh Chalobah,2020,FRA-Ligue 1,Lorient,ENG,"DF,MF",21.0,1999.0,29,24,2237,24.9,2,2,4,2,0,0,5,0,1.6,1.6,0.7,2.2,25,93,20,0.08,0.08,0.16,0.08,0.16,0.06,0.03,0.09,0.06,0.09,24.9,45,26,32,13,0,24,50,26,20,7,13,69,114,56.0,0,2,15,3,0.6,0.12,0,0,0,1026,1221,84.0,17775,5505,449,498,90.2,472,529,89.2,86,136,2,0.9,1.3,8,75,5,0,93,43,34,1486,77,510,861,141,20,1486,52,38,14,817,3776,1932,25,26,3,25,9,945,20,3500000.0,24.855555555555554,0.0804616711889106,0.0804616711889106,0.0804616711889106,0.6034625339168295,0.1206925067833658,0.0643693369511284,0.0281615849161187,2.7759276560174158,0.8046167118891059,8.498,55.12820512820513,71.69811320754717,12.5,22.918,306.7157068214804,427.22620512820515,4.809170887075716,87.99888441137949,36.63954310101706
Trevoh Chalobah,2022,ENG-Premier League,Chelsea,ENG,DF,23.0,1999.0,25,18,1608,17.9,0,0,0,0,0,0,4,0,0.9,0.9,0.3,1.2,17,71,27,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,17.9,31,20,22,6,3,24,35,11,17,7,10,24,55,56.0,1,0,9,2,0.5,0.11,0,0,0,1051,1200,87.6,18603,5316,419,467,89.7,551,594,92.8,70,107,0,0.3,-0.3,4,64,3,1,71,31,32,1369,135,602,604,167,23,1369,10,8,1,784,2679,1393,17,13,1,6,5,973,27,18000000.0,17.866666666666667,0.0,0.0,0.0,0.5037031509430442,0.1119340335428987,0.0503703150943044,0.0167901050314348,1.3432084025147846,0.951439285114639,10.0,48.4375,72.72727272727273,0.0,16.48,316.4221590909091,270.0375,2.7337289933236404,90.8583154750848,22.901560441329426
Trevoh Chalobah,2023,ENG-Premier League,Chelsea,ENG,DF,24.0,1999.0,13,10,952,10.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,5,31,9,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02,10.6,16,12,10,2,4,10,15,5,8,7,1,8,24,51.0,0,1,2,2,0.19,0.19,0,0,0,700,783,89.4,12088,3518,278,302,92.1,377,397,95.0,35,70,0,0.4,-0.1,2,30,2,0,31,19,22,886,122,454,372,63,4,886,2,1,1,475,1552,709,5,5,2,10,3,633,9,13000000.0,10.577777777777778,0.0945288785724038,0.0945288785724038,0.0,0.1890577571448077,0.1890577571448077,0.0189057757144807,0.0094528878572403,0.756231028579231,0.756231028579231,10.0,45.23809523809524,33.33333333333333,33.33333333333333,16.29,305.1047619047619,156.33809523809524,2.672477989935493,87.52431493852572,12.96445681952743
