player,season,age,born,Minutes de jeu,# 90 min jouées,G,A,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,% dribble  réussis,% passes réussies,% passes courtes réussies,% passes moyennes réussies,% passes longues réussies,% duels aériens gagnés,xG / Tir,Valeur marchande (euros),Chevauchée avant  >5m,Passes avant >10m,Passes > 10m vers l'avant reçues,Tacles réussis qui gagnent la balle,Dribbles subis perdus,Blocs totaux,Interceptions,Tacles réussis + interceptions,Dégagements,Erreurs menant à un tir adverse,Tirs,Tirs cadrés,Distance totale des passes > 10m avant effectuées,Passes menant à un but,Touches ballon en jeu,Passes reçues,team,league,nation,pos
César Tárrega,2023.0,21.0,2002.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,220.0,0.0,70.0,30.0,Valencia,ESP-La Liga,ESP,DF
César de la Hoz,2022.0,30.0,1992.0,1673.0,18.6,0.05,0.0,0.05,0.05,0.05,0.02,0.05,0.07,0.02,0.07,0.5,0.782,0.873,0.836,0.6021505376344086,0.4528301886792453,0.0571428571428571,1200000.0,0.1612903225806451,2.634408602150537,0.3225806451612903,1.9892473118279568,0.9677419354838708,1.3978494623655913,0.6989247311827956,2.6881720430107525,1.9892473118279568,0.0,0.3763440860215054,0.053763440860215,154.24731182795696,0.2688172043010752,38.87096774193548,21.021505376344084,Almería,ESP-La Liga,ESP,MF
Daam Foulon,2020.0,21.0,1999.0,1021.0,11.3,0.0,0.09,0.09,0.0,0.09,0.0,0.01,0.02,0.0,0.02,0.4285714285714285,0.718,0.82,0.764,0.4,0.6470588235294118,0.0,1000000.0,1.415929203539823,3.1858407079646014,1.7699115044247786,2.3008849557522124,1.0619469026548671,1.0619469026548671,1.238938053097345,3.5398230088495573,3.008849557522124,0.0,0.0884955752212389,0.0,179.73451327433628,0.3539823008849557,49.203539823008846,27.964601769911503,Benevento,ITA-Serie A,BEL,DF
Daan Dierckx,2020.0,17.0,2003.0,471.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.877,0.884,0.96,0.6511627906976745,0.3076923076923077,,1000000.0,0.1923076923076923,1.5384615384615383,0.1923076923076923,0.9615384615384616,0.3846153846153846,1.923076923076923,2.5,3.461538461538461,4.038461538461538,0.0,0.0,0.0,242.5,0.0,50.38461538461538,33.65384615384615,Parma,ITA-Serie A,BEL,DF
Daichi Kamada,2020.0,23.0,1996.0,2356.0,26.2,0.19,0.46,0.65,0.19,0.65,0.21,0.29,0.5,0.21,0.5,0.532258064516129,0.7290000000000001,0.835,0.794,0.4883720930232558,0.32,0.1473684210526315,25000000.0,2.404580152671756,4.732824427480916,8.01526717557252,1.83206106870229,1.2595419847328244,0.6870229007633588,0.5343511450381679,2.366412213740458,0.8396946564885497,0.0,1.450381679389313,0.4198473282442748,131.03053435114504,2.137404580152672,49.27480916030535,33.12977099236641,Eint Frankfurt,GER-Bundesliga,JPN,MF
Daichi Kamada,2021.0,23.0,1996.0,2356.0,26.2,0.19,0.46,0.65,0.19,0.65,0.21,0.29,0.5,0.21,0.5,0.532258064516129,0.7290000000000001,0.835,0.794,0.4883720930232558,0.32,0.1473684210526315,22000000.0,2.404580152671756,4.732824427480916,8.01526717557252,1.83206106870229,1.2595419847328244,0.6870229007633588,0.5343511450381679,2.366412213740458,0.8396946564885497,0.0,1.450381679389313,0.4198473282442748,131.03053435114504,2.137404580152672,49.27480916030535,33.12977099236641,Eint Frankfurt,GER-Bundesliga,JPN,MF
Daichi Kamada,2022.0,25.0,1996.0,2265.0,25.2,0.36,0.24,0.6,0.24,0.48,0.39,0.14,0.53,0.3,0.44,0.4166666666666667,0.807,0.8740000000000001,0.858,0.5481481481481482,0.3461538461538461,0.2414634146341463,27000000.0,1.865079365079365,6.34920634920635,4.166666666666667,2.023809523809524,1.031746031746032,1.2301587301587302,0.6349206349206349,2.6587301587301586,0.6746031746031746,0.0396825396825396,1.626984126984127,0.4365079365079365,189.7619047619048,1.3492063492063493,59.523809523809526,41.30952380952381,Eint Frankfurt,GER-Bundesliga,JPN,MF
Daiki Hashioka,2023.0,24.0,1999.0,595.0,6.6,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,0.5,0.805,0.935,0.8490000000000001,0.4705882352941176,0.5,0.05,2000000.0,0.4545454545454546,3.181818181818182,2.4242424242424243,1.6666666666666667,0.9090909090909092,1.8181818181818183,1.2121212121212122,2.878787878787879,3.0303030303030303,0.0,0.303030303030303,0.0,239.3939393939394,0.4545454545454546,53.78787878787879,31.21212121212121,Luton Town,ENG-Premier League,JPN,DF
Dale Stephens,2020.0,31.0,1989.0,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.5,0.8170000000000001,0.815,0.8809999999999999,0.8571428571428571,0.7142857142857143,0.05,2500000.0,0.6896551724137931,3.793103448275862,0.3448275862068966,3.793103448275862,1.0344827586206895,1.0344827586206895,2.7586206896551726,6.551724137931035,0.6896551724137931,0.0,1.3793103448275863,0.0,150.3448275862069,0.0,53.793103448275865,27.24137931034483,Burnley,ENG-Premier League,ENG,MF
Dale Stephens,2021.0,31.0,1989.0,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,0.5,0.8170000000000001,0.815,0.8809999999999999,0.8571428571428571,0.7142857142857143,0.05,1000000.0,0.6896551724137931,3.793103448275862,0.3448275862068966,3.793103448275862,1.0344827586206895,1.0344827586206895,2.7586206896551726,6.551724137931035,0.6896551724137931,0.0,1.3793103448275863,0.0,150.3448275862069,0.0,53.793103448275865,27.24137931034483,Burnley,ENG-Premier League,ENG,MF
Daler Kuzyaev,2023.0,30.0,1993.0,2090.0,23.2,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,0.5217391304347826,0.785,0.826,0.847,0.5454545454545454,0.5652173913043478,0.1125,8000000.0,0.9913793103448276,5.129310344827586,4.181034482758621,1.4655172413793105,1.206896551724138,0.7758620689655172,0.9482758620689656,2.413793103448276,0.7758620689655172,0.043103448275862,0.6896551724137931,0.2155172413793103,146.85344827586206,1.25,53.70689655172414,36.76724137931035,Le Havre,FRA-Ligue 1,RUS,MF
Daley Blind,2023.0,33.0,1990.0,2972.0,33.0,0.03,0.06,0.09,0.03,0.09,0.05,0.03,0.09,0.05,0.09,0.6538461538461539,0.8909999999999999,0.9520000000000001,0.935,0.5805084745762712,0.5492957746478874,0.0999999999999999,3000000.0,1.4545454545454546,6.333333333333333,0.6666666666666666,1.4242424242424243,0.5454545454545454,1.121212121212121,0.6363636363636364,2.060606060606061,3.4242424242424243,0.0,0.5151515151515151,0.1818181818181818,479.09090909090907,0.5151515151515151,86.93939393939394,66.24242424242425,Girona,ESP-La Liga,NED,DF
Daley Sinkgraven,2020.0,25.0,1995.0,1570.0,17.4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,0.7567567567567568,0.809,0.883,0.855,0.6012269938650306,0.3636363636363636,0.0499999999999999,9000000.0,3.218390804597701,4.482758620689656,3.793103448275863,1.8390804597701151,0.9770114942528736,1.264367816091954,1.3218390804597702,3.160919540229885,1.3218390804597702,0.0,0.3448275862068966,0.0574712643678161,278.7356321839081,0.7471264367816093,83.85057471264369,53.44827586206897,Leverkusen,GER-Bundesliga,NED,DF
Daley Sinkgraven,2021.0,25.0,1995.0,1570.0,17.4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,0.7567567567567568,0.809,0.883,0.855,0.6012269938650306,0.3636363636363636,0.0499999999999999,4000000.0,3.218390804597701,4.482758620689656,3.793103448275863,1.8390804597701151,0.9770114942528736,1.264367816091954,1.3218390804597702,3.160919540229885,1.3218390804597702,0.0,0.3448275862068966,0.0574712643678161,278.7356321839081,0.7471264367816093,83.85057471264369,53.44827586206897,Leverkusen,GER-Bundesliga,NED,DF
Daley Sinkgraven,2023.0,28.0,1995.0,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8590000000000001,0.9520000000000001,0.805,0.5,0.8333333333333334,,1000000.0,0.7142857142857143,4.047619047619048,1.9047619047619049,2.619047619047619,1.4285714285714286,1.1904761904761905,1.4285714285714286,4.047619047619048,2.142857142857143,0.0,0.0,0.0,221.42857142857144,0.0,75.95238095238095,47.14285714285714,Las Palmas,ESP-La Liga,NED,DF
Damien Da Silva,2020.0,32.0,1988.0,2661.0,29.6,0.14,0.0,0.14,0.14,0.14,0.07,0.01,0.08,0.07,0.08,0.9090909090909092,0.8759999999999999,0.932,0.9329999999999999,0.6619718309859155,0.6637168141592921,0.0913043478260869,2000000.0,0.945945945945946,4.898648648648648,0.1351351351351351,0.7432432432432432,0.2027027027027027,0.5743243243243243,1.4864864864864864,2.22972972972973,3.3445945945945943,0.0337837837837837,0.777027027027027,0.3716216216216216,465.20270270270265,0.1689189189189189,76.58783783783784,56.317567567567565,Rennes,FRA-Ligue 1,FRA,DF
Damien Da Silva,2021.0,32.0,1988.0,2661.0,29.6,0.14,0.0,0.14,0.14,0.14,0.07,0.01,0.08,0.07,0.08,0.9090909090909092,0.8759999999999999,0.932,0.9329999999999999,0.6619718309859155,0.6637168141592921,0.0913043478260869,1000000.0,0.945945945945946,4.898648648648648,0.1351351351351351,0.7432432432432432,0.2027027027027027,0.5743243243243243,1.4864864864864864,2.22972972972973,3.3445945945945943,0.0337837837837837,0.777027027027027,0.3716216216216216,465.20270270270265,0.1689189189189189,76.58783783783784,56.317567567567565,Rennes,FRA-Ligue 1,FRA,DF
Damien Da Silva,2022.0,34.0,1988.0,338.0,3.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.5,0.8540000000000001,0.88,0.884,0.7142857142857143,0.631578947368421,0.05,500000.0,0.5263157894736842,4.736842105263158,0.2631578947368421,2.1052631578947367,0.0,1.0526315789473684,1.3157894736842106,3.421052631578948,3.1578947368421053,0.0,0.5263157894736842,0.0,411.0526315789474,0.0,77.63157894736842,52.631578947368425,Lyon,FRA-Ligue 1,FRA,DF
Damián Rodríguez,2023.0,20.0,2003.0,258.0,2.9,0.0,0.7,0.7,0.0,0.7,0.01,0.27,0.28,0.01,0.28,,0.897,0.9670000000000001,0.9440000000000001,0.4761904761904761,0.0,0.0,500000.0,0.6896551724137931,3.103448275862069,1.3793103448275863,2.0689655172413794,0.6896551724137931,1.3793103448275863,0.3448275862068966,2.413793103448276,0.6896551724137931,0.0,0.3448275862068966,0.0,280.3448275862069,2.0689655172413794,78.27586206896552,60.0,Celta Vigo,ESP-La Liga,ESP,MF
Damián Suárez,2020.0,32.0,1988.0,2434.0,27.0,0.04,0.0,0.04,0.04,0.04,0.01,0.04,0.05,0.01,0.05,0.5641025641025641,0.643,0.795,0.684,0.4216417910447761,0.5555555555555556,0.03,1500000.0,1.037037037037037,5.0,1.962962962962963,2.185185185185185,1.8888888888888888,1.5925925925925926,1.148148148148148,3.333333333333333,1.5555555555555556,0.0,0.3703703703703703,0.074074074074074,331.9259259259259,0.7037037037037037,58.44444444444444,24.22222222222222,Getafe,ESP-La Liga,URU,DF
Damián Suárez,2021.0,32.0,1988.0,2434.0,27.0,0.04,0.0,0.04,0.04,0.04,0.01,0.04,0.05,0.01,0.05,0.5641025641025641,0.643,0.795,0.684,0.4216417910447761,0.5555555555555556,0.03,1500000.0,1.037037037037037,5.0,1.962962962962963,2.185185185185185,1.8888888888888888,1.5925925925925926,1.148148148148148,3.333333333333333,1.5555555555555556,0.0,0.3703703703703703,0.074074074074074,331.9259259259259,0.7037037037037037,58.44444444444444,24.22222222222222,Getafe,ESP-La Liga,URU,DF
Damián Suárez,2023.0,35.0,1988.0,1299.0,14.4,0.0,0.14,0.14,0.0,0.14,0.02,0.06,0.08,0.02,0.08,0.4285714285714285,0.6829999999999999,0.863,0.7120000000000001,0.4148148148148148,0.5,0.075,650000.0,1.3888888888888888,4.027777777777778,3.263888888888889,2.5,1.3194444444444444,0.9027777777777778,0.6944444444444444,3.194444444444444,2.1527777777777777,0.0,0.2777777777777778,0.0694444444444444,245.69444444444443,1.1805555555555556,53.54166666666666,25.20833333333333,Getafe,ESP-La Liga,URU,DF
Dan Burn,2020.0,28.0,1992.0,2061.0,22.9,0.04,0.0,0.04,0.04,0.04,0.07,0.04,0.1,0.07,0.1,0.6,0.745,0.825,0.792,0.4206349206349206,0.6985294117647058,0.088235294117647,5000000.0,1.4847161572052403,3.799126637554586,3.187772925764192,2.183406113537118,1.1353711790393013,1.310043668122271,1.3537117903930131,3.537117903930131,3.275109170305677,0.0,0.7423580786026202,0.2620087336244541,196.94323144104808,0.4366812227074236,67.64192139737992,40.786026200873366,Brighton,ENG-Premier League,ENG,DF
Dan Burn,2021.0,28.0,1992.0,2061.0,22.9,0.04,0.0,0.04,0.04,0.04,0.07,0.04,0.1,0.07,0.1,0.6,0.745,0.825,0.792,0.4206349206349206,0.6985294117647058,0.088235294117647,12000000.0,1.4847161572052403,3.799126637554586,3.187772925764192,2.183406113537118,1.1353711790393013,1.310043668122271,1.3537117903930131,3.537117903930131,3.275109170305677,0.0,0.7423580786026202,0.2620087336244541,196.94323144104808,0.4366812227074236,67.64192139737992,40.786026200873366,Brighton,ENG-Premier League,ENG,DF
Dan Burn,2022.0,30.0,1992.0,3111.0,34.6,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,0.44,0.794,0.88,0.83,0.5136612021857924,0.6942148760330579,0.1,10000000.0,0.838150289017341,3.4104046242774566,1.329479768786127,1.7341040462427746,0.953757225433526,1.213872832369942,0.9248554913294798,2.658959537572254,3.468208092485549,0.0578034682080924,0.6069364161849711,0.1156069364161849,255.86705202312135,0.4624277456647399,59.91329479768786,32.2543352601156,Newcastle Utd,ENG-Premier League,ENG,DF
Dan Burn,2023.0,31.0,1992.0,2726.0,30.3,0.07,0.07,0.13,0.07,0.13,0.1,0.04,0.14,0.1,0.14,0.6666666666666666,0.81,0.863,0.858,0.4864864864864865,0.6824324324324325,0.1347826086956521,8000000.0,0.462046204620462,2.4752475247524752,0.8250825082508251,2.0132013201320134,1.155115511551155,1.8151815181518152,1.221122112211221,3.2343234323432344,4.092409240924092,0.033003300330033,0.759075907590759,0.165016501650165,271.84818481848185,0.33003300330033,66.23762376237623,37.95379537953795,Newcastle Utd,ENG-Premier League,ENG,DF
Dan-Axel Zagadou,2020.0,21.0,1999.0,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,0.0,0.862,0.893,0.9079999999999999,0.6086956521739131,0.6923076923076923,0.0,18000000.0,0.3225806451612903,2.258064516129032,0.3225806451612903,0.6451612903225806,0.0,0.9677419354838708,1.9354838709677415,2.5806451612903225,4.193548387096774,0.0,0.3225806451612903,0.3225806451612903,426.4516129032258,0.3225806451612903,88.38709677419355,63.87096774193548,Dortmund,GER-Bundesliga,FRA,DF
Dan-Axel Zagadou,2021.0,21.0,1999.0,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,0.0,0.862,0.893,0.9079999999999999,0.6086956521739131,0.6923076923076923,0.0,9000000.0,0.3225806451612903,2.258064516129032,0.3225806451612903,0.6451612903225806,0.0,0.9677419354838708,1.9354838709677415,2.5806451612903225,4.193548387096774,0.0,0.3225806451612903,0.3225806451612903,426.4516129032258,0.3225806451612903,88.38709677419355,63.87096774193548,Dortmund,GER-Bundesliga,FRA,DF
Dan-Axel Zagadou,2022.0,23.0,1999.0,1271.0,14.1,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,1.0,0.8540000000000001,0.868,0.914,0.7251461988304093,0.726027397260274,0.1307692307692307,2500000.0,0.2127659574468085,3.120567375886525,0.0,0.9929078014184396,0.6382978723404256,1.3475177304964538,1.4893617021276595,2.4822695035460995,5.74468085106383,0.0709219858156028,0.9219858156028368,0.2127659574468085,457.6595744680851,0.6382978723404256,81.56028368794327,55.81560283687944,Stuttgart,GER-Bundesliga,FRA,DF
Dan-Axel Zagadou,2023.0,24.0,1999.0,1453.0,16.1,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08,0.75,0.866,0.9209999999999999,0.9059999999999999,0.6149425287356322,0.821917808219178,0.0909090909090909,10000000.0,0.124223602484472,4.658385093167701,0.186335403726708,1.3043478260869563,0.248447204968944,1.4285714285714284,1.2422360248447204,2.5465838509316767,4.84472049689441,0.062111801242236,0.6832298136645962,0.124223602484472,528.8198757763975,0.186335403726708,95.2173913043478,67.63975155279502,Stuttgart,GER-Bundesliga,FRA,DF
Dane Scarlett,2020.0,16.0,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.787,0.8859999999999999,0.843,,,,250000.0,,,,,,,,,,,0.0,0.0,,,,,Tottenham,ENG-Premier League,ENG,FW
Dane Scarlett,2021.0,16.0,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.787,0.8859999999999999,0.843,,,,250000.0,,,,,,,,,,,0.0,0.0,,,,,Tottenham,ENG-Premier League,ENG,FW
Dane Scarlett,2023.0,19.0,2004.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1.0,0.5,,0.0,,1800000.0,0.0,5.0,20.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,80.0,0.0,55.0,55.0,Tottenham,ENG-Premier League,ENG,FW
Dani Calvo,2020.0,26.0,1994.0,1779.0,19.8,0.1,0.0,0.1,0.1,0.1,0.06,0.0,0.06,0.06,0.06,0.6666666666666666,0.821,0.9129999999999999,0.91,0.4822695035460992,0.4533333333333333,0.1625,1500000.0,0.101010101010101,1.5656565656565655,0.101010101010101,1.0101010101010102,0.1515151515151515,0.9090909090909092,0.5555555555555556,1.5656565656565655,3.5858585858585856,0.0,0.404040404040404,0.202020202020202,221.66666666666663,0.0,46.66666666666666,29.24242424242424,Elche,ESP-La Liga,ESP,DF
Dani Carvajal,2020.0,28.0,1992.0,950.0,10.6,0.0,0.19,0.19,0.0,0.19,0.04,0.07,0.11,0.04,0.11,0.5714285714285714,0.831,0.9059999999999999,0.875,0.7052631578947368,0.6666666666666666,0.0555555555555555,30000000.0,1.981132075471698,4.528301886792453,5.849056603773585,2.547169811320755,0.8490566037735849,1.7924528301886793,1.2264150943396226,3.7735849056603774,2.547169811320755,0.0,0.8490566037735849,0.1886792452830188,267.5471698113208,0.8490566037735849,88.86792452830188,57.07547169811321,Real Madrid,ESP-La Liga,ESP,DF
Dani Carvajal,2021.0,28.0,1992.0,950.0,10.6,0.0,0.19,0.19,0.0,0.19,0.04,0.07,0.11,0.04,0.11,0.5714285714285714,0.831,0.9059999999999999,0.875,0.7052631578947368,0.6666666666666666,0.0555555555555555,18000000.0,1.981132075471698,4.528301886792453,5.849056603773585,2.547169811320755,0.8490566037735849,1.7924528301886793,1.2264150943396226,3.7735849056603774,2.547169811320755,0.0,0.8490566037735849,0.1886792452830188,267.5471698113208,0.8490566037735849,88.86792452830188,57.07547169811321,Real Madrid,ESP-La Liga,ESP,DF
Dani Carvajal,2022.0,30.0,1992.0,1784.0,19.8,0.0,0.1,0.1,0.0,0.1,0.04,0.1,0.14,0.04,0.14,0.5294117647058824,0.85,0.914,0.861,0.6991869918699187,0.5263157894736842,0.0666666666666666,12000000.0,1.1111111111111112,2.929292929292929,7.424242424242424,1.616161616161616,0.8585858585858586,1.2121212121212122,0.7575757575757576,2.3737373737373737,2.4747474747474745,0.0,0.6060606060606061,0.0,204.0909090909091,1.1111111111111112,76.36363636363636,52.97979797979798,Real Madrid,ESP-La Liga,ESP,DF
Dani Carvajal,2023.0,31.0,1992.0,2171.0,24.1,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18,0.4090909090909091,0.858,0.9129999999999999,0.88,0.6846846846846847,0.525,0.0944444444444444,12000000.0,1.2448132780082988,3.4024896265560165,6.970954356846472,1.950207468879668,0.7883817427385892,1.1618257261410787,0.9128630705394192,2.863070539419087,2.240663900414938,0.1659751037344398,0.7468879668049793,0.4149377593360995,188.17427385892117,0.871369294605809,70.4149377593361,46.72199170124481,Real Madrid,ESP-La Liga,ESP,DF
Dani Ceballos,2020.0,23.0,1996.0,1615.0,17.9,0.0,0.17,0.17,0.0,0.17,0.04,0.15,0.18,0.04,0.18,0.6842105263157895,0.86,0.902,0.914,0.7151515151515152,0.3809523809523809,0.0461538461538461,27000000.0,3.016759776536313,8.379888268156424,2.905027932960894,2.0670391061452515,1.6759776536312851,1.2849162011173183,1.9553072625698324,4.022346368715084,0.782122905027933,0.0558659217877095,0.7262569832402235,0.111731843575419,288.93854748603354,1.5083798882681565,82.79329608938548,60.89385474860336,Arsenal,ENG-Premier League,ESP,MF
Dani Ceballos,2022.0,25.0,1996.0,1564.0,17.4,0.0,0.23,0.23,0.0,0.23,0.05,0.12,0.17,0.05,0.17,0.6060606060606061,0.9059999999999999,0.9490000000000001,0.937,0.8013698630136986,0.3333333333333333,0.05,12000000.0,3.4482758620689657,11.724137931034484,3.4482758620689657,2.4712643678160924,2.241379310344828,1.3218390804597702,1.4367816091954024,3.9080459770114944,0.3448275862068966,0.0574712643678161,1.0344827586206895,0.2873563218390805,379.8850574712644,1.7241379310344829,97.1264367816092,78.50574712643679,Real Madrid,ESP-La Liga,ESP,MF
Dani García,2020.0,30.0,1990.0,1920.0,21.3,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.04,0.02,0.04,1.0,0.833,0.858,0.885,0.7222222222222222,0.5263157894736842,0.0499999999999999,3000000.0,0.6572769953051643,5.070422535211267,0.5633802816901409,1.8309859154929575,1.4553990610328638,0.9389671361502347,1.5492957746478873,3.380281690140845,1.596244131455399,0.0,0.2816901408450704,0.0469483568075117,198.21596244131456,0.3755868544600939,56.24413145539906,34.36619718309859,Athletic Club,ESP-La Liga,ESP,MF
Dani García,2021.0,30.0,1990.0,1920.0,21.3,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.04,0.02,0.04,1.0,0.833,0.858,0.885,0.7222222222222222,0.5263157894736842,0.0499999999999999,3000000.0,0.6572769953051643,5.070422535211267,0.5633802816901409,1.8309859154929575,1.4553990610328638,0.9389671361502347,1.5492957746478873,3.380281690140845,1.596244131455399,0.0,0.2816901408450704,0.0469483568075117,198.21596244131456,0.3755868544600939,56.24413145539906,34.36619718309859,Athletic Club,ESP-La Liga,ESP,MF
Dani García,2022.0,32.0,1990.0,1485.0,16.5,0.0,0.12,0.12,0.0,0.12,0.09,0.04,0.13,0.09,0.13,1.0,0.7929999999999999,0.8590000000000001,0.8440000000000001,0.5454545454545454,0.5526315789473685,0.1555555555555555,2000000.0,0.3636363636363636,4.424242424242424,0.4848484848484848,2.787878787878788,1.0909090909090908,1.2727272727272727,1.1515151515151516,3.939393939393939,1.2727272727272727,0.0606060606060606,0.5454545454545454,0.0,174.36363636363637,0.6060606060606061,52.60606060606061,30.12121212121212,Athletic Club,ESP-La Liga,ESP,MF
Dani García,2023.0,33.0,1990.0,745.0,8.3,0.12,0.0,0.12,0.12,0.12,0.1,0.03,0.12,0.1,0.12,1.0,0.843,0.895,0.853,0.6470588235294118,0.4666666666666667,0.1333333333333333,1800000.0,0.36144578313253,4.337349397590361,0.4819277108433734,2.048192771084337,1.4457831325301205,1.0843373493975903,0.9638554216867468,3.012048192771084,1.325301204819277,0.0,0.7228915662650601,0.36144578313253,151.2048192771084,0.2409638554216867,47.95180722891566,27.46987951807229,Athletic Club,ESP-La Liga,ESP,MF
Dani Gómez,2020.0,22.0,1998.0,1666.0,18.5,0.11,0.11,0.22,0.11,0.22,0.15,0.04,0.19,0.15,0.19,0.559322033898305,0.75,0.851,0.787,0.6111111111111112,0.2068965517241379,0.0870967741935483,1500000.0,2.27027027027027,1.7837837837837838,7.1891891891891895,0.2162162162162162,0.5945945945945946,0.1621621621621621,0.1081081081081081,0.3243243243243243,0.2162162162162162,0.0,1.6756756756756757,0.4324324324324324,35.83783783783784,0.5945945945945946,28.054054054054053,22.97297297297297,Levante,ESP-La Liga,ESP,FW
Dani Gómez,2021.0,22.0,1998.0,1666.0,18.5,0.11,0.11,0.22,0.11,0.22,0.15,0.04,0.19,0.15,0.19,0.559322033898305,0.75,0.851,0.787,0.6111111111111112,0.2068965517241379,0.0870967741935483,2500000.0,2.27027027027027,1.7837837837837838,7.1891891891891895,0.2162162162162162,0.5945945945945946,0.1621621621621621,0.1081081081081081,0.3243243243243243,0.2162162162162162,0.0,1.6756756756756757,0.4324324324324324,35.83783783783784,0.5945945945945946,28.054054054054053,22.97297297297297,Levante,ESP-La Liga,ESP,FW
Dani Olmo,2020.0,22.0,1998.0,2194.0,24.4,0.21,0.37,0.57,0.16,0.53,0.27,0.21,0.48,0.24,0.45,0.4769230769230769,0.763,0.858,0.764,0.6403508771929824,0.5,0.0868421052631578,45000000.0,2.0491803278688527,7.172131147540984,7.131147540983607,0.9426229508196722,0.778688524590164,0.6147540983606558,0.5327868852459017,1.475409836065574,0.8606557377049181,0.0,3.114754098360656,0.9016393442622952,174.22131147540983,1.6803278688524592,64.3032786885246,48.97540983606557,RB Leipzig,GER-Bundesliga,ESP,MF
Dani Olmo,2021.0,22.0,1998.0,2194.0,24.4,0.21,0.37,0.57,0.16,0.53,0.27,0.21,0.48,0.24,0.45,0.4769230769230769,0.763,0.858,0.764,0.6403508771929824,0.5,0.0868421052631578,40000000.0,2.0491803278688527,7.172131147540984,7.131147540983607,0.9426229508196722,0.778688524590164,0.6147540983606558,0.5327868852459017,1.475409836065574,0.8606557377049181,0.0,3.114754098360656,0.9016393442622952,174.22131147540983,1.6803278688524592,64.3032786885246,48.97540983606557,RB Leipzig,GER-Bundesliga,ESP,MF
Dani Olmo,2023.0,25.0,1998.0,1449.0,16.1,0.25,0.31,0.56,0.25,0.56,0.21,0.34,0.55,0.21,0.55,0.4305555555555556,0.778,0.8370000000000001,0.8270000000000001,0.7027027027027027,0.3666666666666666,0.0733333333333333,50000000.0,3.726708074534161,4.22360248447205,6.894409937888198,1.6149068322981366,0.7453416149068323,0.4347826086956521,0.8074534161490683,2.422360248447205,0.7453416149068323,0.062111801242236,2.795031055900621,0.8074534161490683,143.41614906832297,1.9875776397515523,53.04347826086956,40.43478260869565,RB Leipzig,GER-Bundesliga,ESP,MF
Dani Plomer,2020.0,21.0,1998.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.826,,0.0,,100000.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,Granada,ESP-La Liga,ESP,FW
Dani Rodríguez,2022.0,34.0,1988.0,2100.0,23.3,0.13,0.26,0.39,0.13,0.39,0.1,0.14,0.24,0.1,0.24,0.509090909090909,0.784,0.8909999999999999,0.8009999999999999,0.6233766233766234,0.2291666666666666,0.096,1200000.0,1.84549356223176,3.261802575107296,2.7467811158798283,1.8025751072961371,1.072961373390558,1.330472103004292,0.9012875536480688,2.703862660944206,0.6008583690987124,0.0,1.072961373390558,0.4291845493562232,94.07725321888412,1.1158798283261802,40.7725321888412,25.92274678111588,Mallorca,ESP-La Liga,ESP,MF
