league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,Expected_shooting,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Performance_misc,Aerial Duels,Aerial Duels,Aerial Duels,stat_type_misc
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
ITA-Serie A,2022,Empoli,Samuele Perisan,ITA,GK,24,1997,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,24,1997,7.0,174,230,75.7,4436,3030,53,53,100.0,68,69,98.6,53,105,50.5,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,24,1997,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,24,1997,7.0,242,218,242,0,0,0,242,0,0,,0,,103,502,323,0,0,0,0,0,88,0,possession,ITA,GK,24,1997,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,ITA,GK,24,1997,7.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0,misc
ITA-Serie A,2023,Empoli,Samuele Perisan,ITA,GK,25,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,25,1997,1.0,27,34,79.4,551,340,10,10,100.0,11,11,100.0,5,12,41.7,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,25,1997,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,25,1997,1.0,33,32,33,0,0,0,33,0,0,,0,,13,61,53,0,0,0,0,0,12,0,possession,ITA,GK,25,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,25,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2022,Torino,Samuele Ricci,ITA,MF,20,2001,28,23,2070,23.0,2,1,3,2,0,0,6,0,1.7,1.7,1.8,3.5,43,104,31,0.09,0.04,0.13,0.09,0.13,0.07,0.08,0.15,0.07,0.15,standard,ITA,MF,20,2001,23.0,1034,1181,87.6,17604,4043,464,508,91.3,451,492,91.7,83,114,72.8,1,1.8,1.4,-0.8,16,96,12,2,104,passing,ITA,MF,20,2001,23.0,2,21,7,33.3,0.91,0.3,0.1,0.29,21.5,0,0,0,1.7,1.7,0.08,0.3,0.3,shooting,ITA,MF,20,2001,23.0,1376,50,233,900,258,15,1376,26,8,30.8,12,46.2,868,4897,2083,43,30,5,21,17,974,31,possession,ITA,MF,20,2001,23.0,32,21,17,10,5,18,23,78.3,5,20,5,15,17,49,29,1,defense,ITA,MF,20,2001,23.0,6,0,0,22,58,0,31,17,21,0,0,0,136,11,15,42.3,misc
ITA-Serie A,2023,Torino,Samuele Ricci,ITA,MF,21,2001,32,28,2395,26.6,1,2,3,1,0,0,8,1,1.3,1.3,2.3,3.6,47,122,73,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.13,0.05,0.13,standard,ITA,MF,21,2001,26.6,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90.0,71,117,60.7,2,2.3,2.4,-0.3,26,103,24,4,122,passing,ITA,MF,21,2001,26.6,1,30,5,16.7,1.13,0.19,0.03,0.2,22.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3,shooting,ITA,MF,21,2001,26.6,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73,possession,ITA,MF,21,2001,26.6,33,18,17,12,4,15,23,65.2,8,21,3,18,27,60,25,0,defense,ITA,MF,21,2001,26.6,8,1,1,37,46,3,54,27,18,1,0,0,125,17,25,40.5,misc
ITA-Serie A,2024,Torino,Samuele Ricci,ITA,MF,23-233,2001,30,30,2543,28.3,1,1,2,1,0,0,8,1,1.2,1.2,0.5,1.6,39,99,27,0.04,0.04,0.07,0.04,0.07,0.04,0.02,0.06,0.04,0.06,standard,ITA,MF,23-233,2001,28.3,1040,1186,87.7,18124,3750,445,490,90.8,503,553,91.0,74,107,69.2,1,0.5,1.0,0.5,11,87,11,0,99,passing,ITA,MF,23-233,2001,28.3,1,19,6,31.6,0.67,0.21,0.05,0.17,25.5,0,0,0,1.2,1.2,0.06,-0.2,-0.2,shooting,ITA,MF,23-233,2001,28.3,1420,74,317,863,256,17,1420,22,6,27.3,13,59.1,848,4855,2289,39,35,5,30,16,943,27,possession,ITA,MF,23-233,2001,28.3,32,18,15,12,5,18,26,69.2,8,21,9,12,24,56,49,2,defense,ITA,MF,23-233,2001,28.3,8,1,0,36,65,0,28,24,18,0,0,0,123,13,15,46.4,misc
ITA-Serie A,2022,Monza,Samuele Vignato,ITA,"MF,FW",18,2004,5,0,62,0.7,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,4,1,6,0.0,1.45,1.45,0.0,1.45,0.11,0.49,0.6,0.11,0.6,standard,ITA,"MF,FW",18,2004,0.7,30,36,83.3,452,45,13,13,100.0,13,15,86.7,2,2,100.0,1,0.3,0.1,0.7,2,0,1,1,1,passing,ITA,"MF,FW",18,2004,0.7,0,1,0,0.0,1.45,0.0,0.0,,21.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,ITA,"MF,FW",18,2004,0.7,45,0,2,19,24,8,45,4,3,75.0,1,25.0,31,266,107,4,1,3,2,0,39,6,possession,ITA,"MF,FW",18,2004,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,ITA,"MF,FW",18,2004,0.7,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,33.3,misc
ITA-Serie A,2023,Monza,Samuele Vignato,ITA,"MF,FW",19,2004,10,3,343,3.8,1,0,1,1,0,0,2,0,1.7,1.7,0.2,1.8,13,13,20,0.26,0.0,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48,standard,ITA,"MF,FW",19,2004,3.8,107,128,83.6,1743,428,61,68,89.7,34,40,85.0,11,15,73.3,0,0.2,0.2,-0.2,4,9,2,0,13,passing,ITA,"MF,FW",19,2004,3.8,1,7,4,57.1,1.84,1.05,0.14,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,shooting,ITA,"MF,FW",19,2004,3.8,168,0,23,83,67,12,168,9,5,55.6,4,44.4,109,671,348,13,8,6,11,6,124,20,possession,ITA,"MF,FW",19,2004,3.8,6,4,2,3,1,2,3,66.7,1,2,0,2,1,7,1,0,defense,ITA,"MF,FW",19,2004,3.8,2,0,0,4,4,1,8,1,4,0,0,0,13,1,5,16.7,misc
ITA-Serie A,2024,Monza,Samuele Vignato,ITA,MF,21-046,2004,15,3,440,4.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,16,30,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,standard,ITA,MF,21-046,2004,4.9,110,150,73.3,1594,264,67,79,84.8,35,47,74.5,4,13,30.8,0,0.0,0.2,0.0,1,8,2,0,16,passing,ITA,MF,21-046,2004,4.9,0,3,0,0.0,0.61,0.0,0.0,,13.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting,ITA,MF,21-046,2004,4.9,195,5,24,93,82,5,195,12,4,33.3,8,66.7,121,634,252,5,8,0,8,10,145,30,possession,ITA,MF,21-046,2004,4.9,6,3,0,4,2,3,6,50.0,3,1,0,1,0,6,6,0,defense,ITA,MF,21-046,2004,4.9,0,0,0,3,3,1,13,0,3,0,0,0,11,5,13,27.8,misc
FRA-Ligue 1,2020,Montpellier,Samy Benchamma,FRA,"DF,MF",20,2000,5,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,"DF,MF",20,2000,0.5,20,23,87.0,343,63,10,11,90.9,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,FRA,"DF,MF",20,2000,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"DF,MF",20,2000,0.5,27,1,8,14,5,0,27,1,0,0.0,1,100.0,13,57,25,0,0,0,0,0,15,0,possession,FRA,"DF,MF",20,2000,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,defense,FRA,"DF,MF",20,2000,0.5,1,0,0,3,1,0,0,0,1,0,0,0,2,0,0,,misc
FRA-Ligue 1,2021,Montpellier,Samy Benchamma,FRA,"DF,MF",20,2000,5,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,"DF,MF",20,2000,0.5,20,23,87.0,343,63,10,11,90.9,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,FRA,"DF,MF",20,2000,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"DF,MF",20,2000,0.5,27,1,8,14,5,0,27,1,0,0.0,1,100.0,13,57,25,0,0,0,0,0,15,0,possession,FRA,"DF,MF",20,2000,0.5,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,defense,FRA,"DF,MF",20,2000,0.5,1,0,0,3,1,0,0,0,1,0,0,0,2,0,0,,misc
ITA-Serie A,2022,Udinese,Sandi Lovrić,SVN,MF,24,1998,37,28,2335,25.9,5,6,11,5,0,0,4,0,4.8,4.8,3.2,8.0,42,105,90,0.19,0.23,0.42,0.19,0.42,0.18,0.12,0.31,0.18,0.31,standard,SVN,MF,24,1998,25.9,767,963,79.6,12855,3831,378,432,87.5,266,320,83.1,83,142,58.5,6,3.2,3.0,2.8,47,86,24,10,105,passing,SVN,MF,24,1998,25.9,5,71,18,25.4,2.74,0.69,0.07,0.28,22.3,4,0,0,4.8,4.8,0.07,0.2,0.2,shooting,SVN,MF,24,1998,25.9,1272,35,210,646,438,55,1272,38,14,36.8,20,52.6,734,3806,1793,42,34,10,51,22,818,90,possession,SVN,MF,24,1998,25.9,40,18,16,16,8,25,43,58.1,18,25,2,23,26,66,21,0,defense,SVN,MF,24,1998,25.9,4,0,0,31,33,1,75,26,18,0,0,0,145,7,16,30.4,misc
ITA-Serie A,2023,Udinese,Sandi Lovrić,SVN,MF,25,1998,29,21,1987,22.1,1,3,4,1,0,0,1,1,3.5,3.5,3.3,6.8,52,80,80,0.05,0.14,0.18,0.05,0.18,0.16,0.15,0.31,0.16,0.31,standard,SVN,MF,25,1998,22.1,543,718,75.6,9199,2859,265,309,85.8,189,232,81.5,61,120,50.8,3,3.3,3.0,-0.3,43,65,12,7,80,passing,SVN,MF,25,1998,22.1,1,43,12,27.9,1.95,0.54,0.02,0.08,22.1,2,0,0,3.5,3.5,0.08,-2.5,-2.5,shooting,SVN,MF,25,1998,22.1,939,31,169,444,347,35,939,32,17,53.1,14,43.8,521,3157,1735,52,35,10,30,20,546,80,possession,SVN,MF,25,1998,22.1,25,12,9,11,5,9,23,39.1,14,21,2,19,21,46,24,0,defense,SVN,MF,25,1998,22.1,1,1,0,25,23,1,82,21,12,0,0,0,118,8,18,30.8,misc
ITA-Serie A,2024,Udinese,Sandi Lovrić,SVN,MF,27-014,1998,30,27,1982,22.0,2,3,5,2,0,0,4,0,2.3,2.3,3.1,5.4,53,104,63,0.09,0.14,0.23,0.09,0.23,0.11,0.14,0.24,0.11,0.24,standard,SVN,MF,27-014,1998,22.0,660,833,79.2,11898,3421,273,305,89.5,287,346,82.9,79,138,57.2,3,3.1,2.2,-0.1,30,76,17,4,104,passing,SVN,MF,27-014,1998,22.0,2,40,10,25.0,1.82,0.45,0.05,0.2,22.1,3,0,0,2.3,2.3,0.06,-0.3,-0.3,shooting,SVN,MF,27-014,1998,22.0,1103,31,203,578,342,34,1103,47,20,42.6,25,53.2,591,3699,1676,53,42,6,43,27,686,63,possession,SVN,MF,27-014,1998,22.0,42,26,23,15,4,20,40,50.0,20,33,5,28,20,62,20,0,defense,SVN,MF,27-014,1998,22.0,4,0,0,44,30,0,75,20,26,1,0,0,105,1,16,5.9,misc
ESP-La Liga,2020,Huesca,Sandro Ramírez,ESP,FW,25,1995,20,16,1285,14.3,5,1,6,5,0,0,2,0,2.2,2.2,0.5,2.7,31,24,74,0.35,0.07,0.42,0.35,0.42,0.16,0.03,0.19,0.16,0.19,standard,ESP,FW,25,1995,14.3,246,326,75.5,3934,735,132,159,83.0,78,98,79.6,23,31,74.2,1,0.5,0.8,0.5,10,14,5,2,24,passing,ESP,FW,25,1995,14.3,5,30,18,60.0,2.1,1.26,0.17,0.28,19.4,4,0,0,2.2,2.2,0.07,2.8,2.8,shooting,ESP,FW,25,1995,14.3,482,3,59,214,221,45,482,44,20,45.5,24,54.5,312,1976,787,31,13,16,40,18,347,74,possession,ESP,FW,25,1995,14.3,13,9,3,8,2,4,11,36.4,7,11,1,10,10,23,2,0,defense,ESP,FW,25,1995,14.3,2,0,0,18,51,12,20,10,9,0,0,0,54,9,26,25.7,misc
ESP-La Liga,2021,Huesca,Sandro Ramírez,ESP,FW,25,1995,20,16,1285,14.3,5,1,6,5,0,0,2,0,2.2,2.2,0.5,2.7,31,24,74,0.35,0.07,0.42,0.35,0.42,0.16,0.03,0.19,0.16,0.19,standard,ESP,FW,25,1995,14.3,246,326,75.5,3934,735,132,159,83.0,78,98,79.6,23,31,74.2,1,0.5,0.8,0.5,10,14,5,2,24,passing,ESP,FW,25,1995,14.3,5,30,18,60.0,2.1,1.26,0.17,0.28,19.4,4,0,0,2.2,2.2,0.07,2.8,2.8,shooting,ESP,FW,25,1995,14.3,482,3,59,214,221,45,482,44,20,45.5,24,54.5,312,1976,787,31,13,16,40,18,347,74,possession,ESP,FW,25,1995,14.3,13,9,3,8,2,4,11,36.4,7,11,1,10,10,23,2,0,defense,ESP,FW,25,1995,14.3,2,0,0,18,51,12,20,10,9,0,0,0,54,9,26,25.7,misc
ESP-La Liga,2023,Las Palmas,Sandro Ramírez,ESP,FW,28,1995,27,21,1808,20.1,1,3,4,1,0,1,3,0,3.7,3.0,2.6,5.6,61,54,209,0.05,0.15,0.2,0.05,0.2,0.19,0.13,0.32,0.15,0.28,standard,ESP,FW,28,1995,20.1,516,690,74.8,7912,1872,302,353,85.6,148,178,83.1,47,92,51.1,3,2.6,3.0,0.4,32,18,25,4,54,passing,ESP,FW,28,1995,20.1,1,51,18,35.3,2.54,0.9,0.02,0.06,21.7,5,0,1,3.7,3.0,0.06,-2.7,-2.0,shooting,ESP,FW,28,1995,20.1,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209,possession,ESP,FW,28,1995,20.1,12,8,4,6,2,6,15,40.0,9,13,1,12,4,16,14,1,defense,ESP,FW,28,1995,20.1,3,0,0,20,36,16,89,4,8,1,0,0,60,7,11,38.9,misc
ESP-La Liga,2024,Las Palmas,Sandro Ramírez,ESP,"FW,MF",29-276,1995,25,21,1728,19.2,8,3,11,8,0,0,6,0,3.0,3.0,2.7,5.7,45,38,98,0.42,0.16,0.57,0.42,0.57,0.16,0.14,0.3,0.16,0.3,standard,ESP,"FW,MF",29-276,1995,19.2,359,559,64.2,6052,1928,168,221,76.0,145,194,74.7,32,88,36.4,3,2.7,2.5,0.3,22,27,7,3,38,passing,ESP,"FW,MF",29-276,1995,19.2,8,44,19,43.2,2.29,0.99,0.18,0.42,23.6,12,0,0,3.0,3.0,0.07,5.0,5.0,shooting,ESP,"FW,MF",29-276,1995,19.2,764,24,120,320,337,55,764,36,13,36.1,19,52.8,380,2134,992,45,18,19,38,23,474,98,possession,ESP,"FW,MF",29-276,1995,19.2,24,15,9,11,4,13,29,44.8,16,15,0,15,15,39,20,2,defense,ESP,"FW,MF",29-276,1995,19.2,6,0,0,22,35,5,102,15,15,1,1,0,72,9,14,39.1,misc
ITA-Serie A,2020,Milan,Sandro Tonali,ITA,MF,20,2000,25,17,1330,14.8,0,0,0,0,0,0,1,1,0.4,0.4,1.3,1.7,22,84,15,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,standard,ITA,MF,20,2000,14.8,630,772,81.6,10959,3255,282,326,86.5,267,304,87.8,64,98,65.3,0,1.3,1.6,-1.3,16,66,14,1,84,passing,ITA,MF,20,2000,14.8,0,10,3,30.0,0.68,0.2,0.0,0.0,24.1,1,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,ITA,MF,20,2000,14.8,907,37,238,490,190,9,907,14,6,42.9,8,57.1,467,2459,1299,22,23,3,15,8,590,15,possession,ITA,MF,20,2000,14.8,28,19,14,13,1,13,28,46.4,15,18,5,13,22,50,18,0,defense,ITA,MF,20,2000,14.8,1,1,0,18,17,0,26,22,19,0,0,0,99,6,9,40.0,misc
ITA-Serie A,2021,Milan,Sandro Tonali,ITA,MF,20,2000,25,17,1330,14.8,0,0,0,0,0,0,1,1,0.4,0.4,1.3,1.7,22,84,15,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,standard,ITA,MF,20,2000,14.8,630,772,81.6,10959,3255,282,326,86.5,267,304,87.8,64,98,65.3,0,1.3,1.6,-1.3,16,66,14,1,84,passing,ITA,MF,20,2000,14.8,0,10,3,30.0,0.68,0.2,0.0,0.0,24.1,1,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,ITA,MF,20,2000,14.8,907,37,238,490,190,9,907,14,6,42.9,8,57.1,467,2459,1299,22,23,3,15,8,590,15,possession,ITA,MF,20,2000,14.8,28,19,14,13,1,13,28,46.4,15,18,5,13,22,50,18,0,defense,ITA,MF,20,2000,14.8,1,1,0,18,17,0,26,22,19,0,0,0,99,6,9,40.0,misc
ITA-Serie A,2022,Milan,Sandro Tonali,ITA,MF,22,2000,34,30,2713,30.1,2,7,9,2,0,0,7,0,2.4,2.4,5.7,8.1,61,159,86,0.07,0.23,0.3,0.07,0.3,0.08,0.19,0.27,0.08,0.27,standard,ITA,MF,22,2000,30.1,1185,1565,75.7,21009,6485,526,610,86.2,482,583,82.7,139,278,50.0,7,5.7,4.5,1.3,62,124,29,8,159,passing,ITA,MF,22,2000,30.1,2,32,14,43.8,1.06,0.46,0.06,0.14,22.2,6,0,0,2.4,2.4,0.07,-0.4,-0.4,shooting,ITA,MF,22,2000,30.1,1836,48,356,1007,491,33,1836,23,9,39.1,10,43.5,937,5641,2809,61,40,2,41,9,1154,86,possession,ITA,MF,22,2000,30.1,64,41,35,24,5,27,44,61.4,17,34,9,25,25,89,26,1,defense,ITA,MF,22,2000,30.1,7,0,0,35,32,5,130,25,41,0,0,0,178,15,18,45.5,misc
FRA-Ligue 1,2020,Strasbourg,Sanjin Prcić,BIH,MF,26,1993,14,3,353,3.9,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,4,34,5,0.0,0.25,0.25,0.0,0.25,0.06,0.12,0.18,0.06,0.18,standard,BIH,MF,26,1993,3.9,200,244,82.0,4073,1260,74,82,90.2,84,94,89.4,36,54,66.7,1,0.5,0.6,0.5,7,22,6,4,34,passing,BIH,MF,26,1993,3.9,0,7,2,28.6,1.78,0.51,0.0,0.0,27.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,BIH,MF,26,1993,3.9,271,3,55,171,47,1,271,1,1,100.0,0,0.0,150,768,393,4,2,0,2,1,188,5,possession,BIH,MF,26,1993,3.9,3,2,0,3,0,2,5,40.0,3,4,3,1,4,7,2,1,defense,BIH,MF,26,1993,3.9,1,0,0,8,3,0,12,4,2,0,0,0,25,4,0,100.0,misc
FRA-Ligue 1,2021,Strasbourg,Sanjin Prcić,BIH,MF,26,1993,14,3,353,3.9,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,4,34,5,0.0,0.25,0.25,0.0,0.25,0.06,0.12,0.18,0.06,0.18,standard,BIH,MF,26,1993,3.9,200,244,82.0,4073,1260,74,82,90.2,84,94,89.4,36,54,66.7,1,0.5,0.6,0.5,7,22,6,4,34,passing,BIH,MF,26,1993,3.9,0,7,2,28.6,1.78,0.51,0.0,0.0,27.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,BIH,MF,26,1993,3.9,271,3,55,171,47,1,271,1,1,100.0,0,0.0,150,768,393,4,2,0,2,1,188,5,possession,BIH,MF,26,1993,3.9,3,2,0,3,0,2,5,40.0,3,4,3,1,4,7,2,1,defense,BIH,MF,26,1993,3.9,1,0,0,8,3,0,12,4,2,0,0,0,25,4,0,100.0,misc
FRA-Ligue 1,2022,Strasbourg,Sanjin Prcić,BIH,MF,28,1993,29,17,1633,18.1,1,1,2,1,0,0,3,1,1.2,1.2,0.8,1.9,14,112,14,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.11,0.06,0.11,standard,BIH,MF,28,1993,18.1,890,1056,84.3,17168,4866,341,382,89.3,382,427,89.5,142,204,69.6,1,0.8,1.4,0.2,12,90,10,2,112,passing,BIH,MF,28,1993,18.1,1,28,7,25.0,1.54,0.39,0.04,0.14,26.0,1,0,0,1.2,1.2,0.04,-0.2,-0.2,shooting,BIH,MF,28,1993,18.1,1218,54,292,708,235,7,1218,20,14,70.0,5,25.0,893,4698,1921,14,35,1,9,7,791,14,possession,BIH,MF,28,1993,18.1,27,12,6,16,5,19,31,61.3,12,22,7,15,25,52,22,0,defense,BIH,MF,28,1993,18.1,3,1,0,16,19,1,29,25,12,0,0,0,152,16,7,69.6,misc
FRA-Ligue 1,2023,Strasbourg,Sanjin Prcić,BIH,MF,29,1993,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,5,0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.24,0.01,0.24,standard,BIH,MF,29,1993,1.0,44,47,93.6,941,265,15,16,93.8,20,21,95.2,7,7,100.0,0,0.2,0.0,-0.2,3,5,0,0,5,passing,BIH,MF,29,1993,1.0,0,1,0,0.0,1.02,0.0,0.0,,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting,BIH,MF,29,1993,1.0,54,0,12,33,9,0,54,0,0,,0,,40,223,84,0,0,0,1,0,36,0,possession,BIH,MF,29,1993,1.0,0,0,0,0,0,0,1,0.0,1,2,1,1,3,3,1,0,defense,BIH,MF,29,1993,1.0,0,0,0,0,1,0,0,3,0,0,0,0,5,0,0,,misc
GER-Bundesliga,2022,RB Leipzig,Sanoussy Ba,GER,DF,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,DF,18,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,DF,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,DF,18,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,GER,DF,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GER,DF,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ESP-La Liga,2022,Rayo Vallecano,Santi Comesaña,ESP,MF,25,1996,35,29,2451,27.2,3,2,5,3,0,0,6,0,2.5,2.5,2.2,4.6,40,150,58,0.11,0.07,0.18,0.11,0.18,0.09,0.08,0.17,0.09,0.17,standard,ESP,MF,25,1996,27.2,1024,1240,82.6,16598,5032,533,604,88.2,377,449,84.0,83,115,72.2,2,2.2,2.0,-0.2,41,136,17,2,150,passing,ESP,MF,25,1996,27.2,3,25,7,28.0,0.92,0.26,0.12,0.43,16.2,0,0,0,2.5,2.5,0.11,0.5,0.5,shooting,ESP,MF,25,1996,27.2,1544,34,229,927,405,58,1544,58,35,60.3,18,31.0,830,4235,2292,40,43,8,38,34,1010,58,possession,ESP,MF,25,1996,27.2,71,44,24,41,6,38,82,46.3,44,39,3,36,32,103,17,0,defense,ESP,MF,25,1996,27.2,6,0,0,49,28,4,17,32,44,0,0,0,173,32,44,42.1,misc
ESP-La Liga,2023,Villarreal,Santi Comesaña,ESP,MF,26,1996,27,20,1653,18.4,2,0,2,2,0,0,8,2,1.9,1.9,2.0,3.8,23,92,48,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.21,0.1,0.21,standard,ESP,MF,26,1996,18.4,752,868,86.6,12845,3509,358,396,90.4,319,360,88.6,58,78,74.4,0,2.0,1.3,-2.0,12,80,8,0,92,passing,ESP,MF,26,1996,18.4,2,17,7,41.2,0.93,0.38,0.12,0.29,13.0,0,0,0,1.9,1.9,0.11,0.1,0.1,shooting,ESP,MF,26,1996,18.4,1077,61,265,593,229,32,1077,32,21,65.6,11,34.4,510,2802,1414,23,25,7,22,19,734,48,possession,ESP,MF,26,1996,18.4,44,26,15,21,8,19,38,50.0,19,33,9,24,22,66,27,1,defense,ESP,MF,26,1996,18.4,8,2,1,33,22,1,5,22,26,0,0,0,85,31,26,54.4,misc
